lat,lon,alt,mq2value,bartemp,barpre,alt2,chk,dht11um,dht11temp,dthour
-219998784,-479303908,840602,558.0,29.5,92223.0,800.9,0,32.0,27.0,2015-07-28 15:44:17
-219998783,-479303908,840600,558.0,29.5,92223.0,800.9,0,32.0,27.0,2015-07-28 15:44:17
-219998783,-479303908,840602,558.0,29.5,92223.0,800.9,0,32.0,27.0,2015-07-28 15:44:17
-219998783,-479303909,840603,558.0,29.5,92223.0,800.9,0,32.0,27.0,2015-07-28 15:44:17
-219998782,-479303909,840612,546.0,29.5,92211.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998782,-479303908,840619,546.0,29.5,92211.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998782,-479303908,840622,546.0,29.5,92211.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998781,-479303908,840633,546.0,29.5,92211.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998782,-479303909,840612,553.0,29.4,92224.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998782,-479303908,840619,553.0,29.4,92224.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998782,-479303908,840622,553.0,29.4,92224.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998781,-479303908,840633,553.0,29.4,92224.0,802.24,0,32.0,27.0,2015-07-28 15:44:18
-219998780,-479303908,840651,556.0,29.4,92223.0,801.35,0,32.0,27.0,2015-07-28 15:44:19
-219998780,-479303909,840663,556.0,29.4,92223.0,801.35,0,32.0,27.0,2015-07-28 15:44:19
-219998780,-479303908,840677,556.0,29.4,92223.0,801.35,0,32.0,27.0,2015-07-28 15:44:19
-219998780,-479303909,840681,556.0,29.4,92223.0,801.35,0,32.0,27.0,2015-07-28 15:44:19
-219998780,-479303909,840703,556.0,29.4,92223.0,801.35,0,32.0,27.0,2015-07-28 15:44:19
-219998780,-479303909,840703,555.0,29.4,92229.0,801.17,0,32.0,27.0,2015-07-28 15:44:20
-219998780,-479303909,840721,555.0,29.4,92229.0,801.17,0,32.0,27.0,2015-07-28 15:44:20
-219998779,-479303909,840741,555.0,29.4,92229.0,801.17,0,32.0,27.0,2015-07-28 15:44:20
-219998779,-479303909,840763,555.0,29.4,92229.0,801.17,0,32.0,27.0,2015-07-28 15:44:20
-219998780,-479303909,840703,552.0,29.4,92221.0,800.72,0,32.0,27.0,2015-07-28 15:44:20
-219998780,-479303909,840721,552.0,29.4,92221.0,800.72,0,32.0,27.0,2015-07-28 15:44:20
-219998779,-479303909,840741,552.0,29.4,92221.0,800.72,0,32.0,27.0,2015-07-28 15:44:20
-219998779,-479303909,840763,552.0,29.4,92221.0,800.72,0,32.0,27.0,2015-07-28 15:44:20
-219998779,-479303909,840786,558.0,29.4,92231.0,800.9,0,32.0,27.0,2015-07-28 15:44:21
-219998778,-479303909,840804,558.0,29.4,92231.0,800.9,0,32.0,27.0,2015-07-28 15:44:21
-219998777,-479303910,840829,558.0,29.4,92231.0,800.9,0,32.0,27.0,2015-07-28 15:44:21
-219998777,-479303910,840834,558.0,29.4,92231.0,800.9,0,32.0,27.0,2015-07-28 15:44:21
-219998777,-479303910,840834,553.0,29.3,92227.0,801.17,0,32.0,27.0,2015-07-28 15:44:22
-219998777,-479303910,840849,553.0,29.3,92227.0,801.17,0,32.0,27.0,2015-07-28 15:44:22
-219998776,-479303910,840871,553.0,29.3,92227.0,801.17,0,32.0,27.0,2015-07-28 15:44:22
-219998776,-479303911,840893,553.0,29.3,92227.0,801.17,0,32.0,27.0,2015-07-28 15:44:22
-219998776,-479303911,840899,555.0,29.2,92245.0,800.0,0,32.0,27.0,2015-07-28 15:44:23
-219998776,-479303911,840906,555.0,29.2,92245.0,800.0,0,32.0,27.0,2015-07-28 15:44:23
-219998776,-479303912,840913,555.0,29.2,92245.0,800.0,0,32.0,27.0,2015-07-28 15:44:23
-219998775,-479303912,840915,555.0,29.2,92245.0,800.0,0,32.0,27.0,2015-07-28 15:44:23
-219998775,-479303912,840924,555.0,29.2,92245.0,800.0,0,32.0,27.0,2015-07-28 15:44:23
-219998776,-479303911,840899,548.0,29.1,92243.0,799.55,0,32.0,27.0,2015-07-28 15:44:23
-219998776,-479303911,840906,548.0,29.1,92243.0,799.55,0,32.0,27.0,2015-07-28 15:44:23
-219998776,-479303912,840913,548.0,29.1,92243.0,799.55,0,32.0,27.0,2015-07-28 15:44:23
-219998775,-479303912,840915,548.0,29.1,92243.0,799.55,0,32.0,27.0,2015-07-28 15:44:23
-219998775,-479303912,840924,548.0,29.1,92243.0,799.55,0,32.0,27.0,2015-07-28 15:44:23
-219998775,-479303912,840926,561.0,29.1,92260.0,797.03,0,32.0,27.0,2015-07-28 15:44:24
-219998775,-479303912,840931,561.0,29.1,92260.0,797.03,0,32.0,27.0,2015-07-28 15:44:24
-219998775,-479303912,840937,561.0,29.1,92260.0,797.03,0,32.0,27.0,2015-07-28 15:44:24
-219998774,-479303912,840953,561.0,29.1,92260.0,797.03,0,32.0,27.0,2015-07-28 15:44:24
-219998774,-479303911,840956,561.0,29.1,92260.0,797.03,0,32.0,27.0,2015-07-28 15:44:24
-219998773,-479303911,840962,559.0,29.1,92276.0,796.85,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840966,559.0,29.1,92276.0,796.85,0,32.0,27.0,2015-07-28 15:44:25
-219998774,-479303911,840972,559.0,29.1,92276.0,796.85,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840974,559.0,29.1,92276.0,796.85,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840988,559.0,29.1,92276.0,796.85,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840962,549.0,29.1,92285.0,796.14,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840966,549.0,29.1,92285.0,796.14,0,32.0,27.0,2015-07-28 15:44:25
-219998774,-479303911,840972,549.0,29.1,92285.0,796.14,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840974,549.0,29.1,92285.0,796.14,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840988,549.0,29.1,92285.0,796.14,0,32.0,27.0,2015-07-28 15:44:25
-219998773,-479303911,840980,556.0,29.0,92301.0,793.53,0,32.0,27.0,2015-07-28 15:44:26
-219998773,-479303911,840989,556.0,29.0,92301.0,793.53,0,32.0,27.0,2015-07-28 15:44:26
-219998773,-479303911,841003,556.0,29.0,92301.0,793.53,0,32.0,27.0,2015-07-28 15:44:26
-219998773,-479303911,841005,556.0,29.0,92301.0,793.53,0,32.0,27.0,2015-07-28 15:44:26
-219998772,-479303911,841021,558.0,29.0,92336.0,791.29,0,32.0,27.0,2015-07-28 15:44:27
-219998772,-479303911,841022,558.0,29.0,92336.0,791.29,0,32.0,27.0,2015-07-28 15:44:27
-219998772,-479303911,841028,558.0,29.0,92336.0,791.29,0,32.0,27.0,2015-07-28 15:44:27
-219998772,-479303912,841034,558.0,29.0,92336.0,791.29,0,32.0,27.0,2015-07-28 15:44:27
-219998772,-479303912,841038,558.0,29.0,92336.0,791.29,0,32.0,27.0,2015-07-28 15:44:27
-219998772,-479303913,841058,550.0,28.9,92353.0,789.14,0,32.0,27.0,2015-07-28 15:44:28
-219998772,-479303913,841055,550.0,28.9,92353.0,789.14,0,32.0,27.0,2015-07-28 15:44:28
-219998772,-479303914,841074,550.0,28.9,92353.0,789.14,0,32.0,27.0,2015-07-28 15:44:28
-219998772,-479303914,841078,550.0,28.9,92353.0,789.14,0,32.0,27.0,2015-07-28 15:44:28
-219998772,-479303915,841080,557.0,28.9,92388.0,786.72,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303915,841095,557.0,28.9,92388.0,786.72,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303916,841100,557.0,28.9,92388.0,786.72,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303916,841110,557.0,28.9,92388.0,786.72,0,32.0,27.0,2015-07-28 15:44:29
-219998773,-479303916,841102,557.0,28.9,92388.0,786.72,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303915,841080,555.0,28.8,92387.0,786.81,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303915,841095,555.0,28.8,92387.0,786.81,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303916,841100,555.0,28.8,92387.0,786.81,0,32.0,27.0,2015-07-28 15:44:29
-219998772,-479303916,841110,555.0,28.8,92387.0,786.81,0,32.0,27.0,2015-07-28 15:44:29
-219998773,-479303916,841102,555.0,28.8,92387.0,786.81,0,32.0,27.0,2015-07-28 15:44:29
-219998773,-479303916,841110,553.0,28.8,92358.0,789.59,0,32.0,27.0,2015-07-28 15:44:30
-219998773,-479303916,841117,553.0,28.8,92358.0,789.59,0,32.0,27.0,2015-07-28 15:44:30
-219998774,-479303916,841111,553.0,28.8,92358.0,789.59,0,32.0,27.0,2015-07-28 15:44:30
-219998774,-479303916,841099,553.0,28.8,92358.0,789.59,0,32.0,27.0,2015-07-28 15:44:30
-219998775,-479303916,841092,558.0,28.8,92294.0,794.61,0,32.0,27.0,2015-07-28 15:44:31
-219998775,-479303916,841076,558.0,28.8,92294.0,794.61,0,32.0,27.0,2015-07-28 15:44:31
-219998775,-479303915,841069,558.0,28.8,92294.0,794.61,0,32.0,27.0,2015-07-28 15:44:31
-219998776,-479303915,841054,558.0,28.8,92294.0,794.61,0,32.0,27.0,2015-07-28 15:44:31
-219998776,-479303915,841049,558.0,28.8,92294.0,794.61,0,32.0,27.0,2015-07-28 15:44:31
-219998775,-479303916,841092,559.0,28.8,92233.0,800.72,0,33.0,26.0,2015-07-28 15:44:31
-219998775,-479303916,841076,559.0,28.8,92233.0,800.72,0,33.0,26.0,2015-07-28 15:44:31
-219998775,-479303915,841069,559.0,28.8,92233.0,800.72,0,33.0,26.0,2015-07-28 15:44:31
-219998776,-479303915,841054,559.0,28.8,92233.0,800.72,0,33.0,26.0,2015-07-28 15:44:31
-219998776,-479303915,841049,559.0,28.8,92233.0,800.72,0,33.0,26.0,2015-07-28 15:44:31
-219998776,-479303915,841047,551.0,28.8,92184.0,803.95,0,33.0,26.0,2015-07-28 15:44:32
-219998776,-479303915,841039,551.0,28.8,92184.0,803.95,0,33.0,26.0,2015-07-28 15:44:32
-219998776,-479303914,841043,551.0,28.8,92184.0,803.95,0,33.0,26.0,2015-07-28 15:44:32
-219998776,-479303914,841040,551.0,28.8,92184.0,803.95,0,33.0,26.0,2015-07-28 15:44:32
-219998776,-479303914,841039,551.0,28.8,92184.0,803.95,0,33.0,26.0,2015-07-28 15:44:32
-219998775,-479303914,841038,553.0,28.7,92145.0,807.9,0,33.0,26.0,2015-07-28 15:44:33
-219998775,-479303915,841047,553.0,28.7,92145.0,807.9,0,33.0,26.0,2015-07-28 15:44:33
-219998775,-479303915,841053,553.0,28.7,92145.0,807.9,0,33.0,26.0,2015-07-28 15:44:33
-219998775,-479303915,841054,553.0,28.7,92145.0,807.9,0,33.0,26.0,2015-07-28 15:44:33
-219998775,-479303915,841052,553.0,28.7,92145.0,807.9,0,33.0,26.0,2015-07-28 15:44:33
-219998775,-479303915,841046,554.0,28.7,92105.0,811.95,0,33.0,26.0,2015-07-28 15:44:34
-219998775,-479303915,841045,554.0,28.7,92105.0,811.95,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303915,841042,554.0,28.7,92105.0,811.95,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303915,841039,554.0,28.7,92105.0,811.95,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303916,841038,554.0,28.7,92105.0,811.95,0,33.0,26.0,2015-07-28 15:44:34
-219998775,-479303915,841046,553.0,28.7,92079.0,814.29,0,33.0,26.0,2015-07-28 15:44:34
-219998775,-479303915,841045,553.0,28.7,92079.0,814.29,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303915,841042,553.0,28.7,92079.0,814.29,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303915,841039,553.0,28.7,92079.0,814.29,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303916,841038,553.0,28.7,92079.0,814.29,0,33.0,26.0,2015-07-28 15:44:34
-219998774,-479303915,841039,555.0,28.7,92048.0,817.08,0,33.0,26.0,2015-07-28 15:44:35
-219998774,-479303916,841032,555.0,28.7,92048.0,817.08,0,33.0,26.0,2015-07-28 15:44:35
-219998773,-479303916,841025,555.0,28.7,92048.0,817.08,0,33.0,26.0,2015-07-28 15:44:35
-219998773,-479303915,841020,555.0,28.7,92048.0,817.08,0,33.0,26.0,2015-07-28 15:44:35
-219998773,-479303916,841019,555.0,28.7,92048.0,817.08,0,33.0,26.0,2015-07-28 15:44:35
-219998772,-479303916,841017,554.0,28.6,92016.0,819.78,0,33.0,26.0,2015-07-28 15:44:36
-219998772,-479303916,841012,554.0,28.6,92016.0,819.78,0,33.0,26.0,2015-07-28 15:44:36
-219998771,-479303916,841013,554.0,28.6,92016.0,819.78,0,33.0,26.0,2015-07-28 15:44:36
-219998771,-479303916,841008,554.0,28.6,92016.0,819.78,0,33.0,26.0,2015-07-28 15:44:36
-219998770,-479303916,841000,554.0,28.6,92016.0,819.78,0,33.0,26.0,2015-07-28 15:44:36
-219998772,-479303916,841017,557.0,28.6,91993.0,821.67,0,33.0,26.0,2015-07-28 15:44:36
-219998772,-479303916,841012,557.0,28.6,91993.0,821.67,0,33.0,26.0,2015-07-28 15:44:36
-219998771,-479303916,841013,557.0,28.6,91993.0,821.67,0,33.0,26.0,2015-07-28 15:44:36
-219998771,-479303916,841008,557.0,28.6,91993.0,821.67,0,33.0,26.0,2015-07-28 15:44:36
-219998770,-479303916,841000,557.0,28.6,91993.0,821.67,0,33.0,26.0,2015-07-28 15:44:36
-219998770,-479303917,841001,555.0,28.6,91962.0,824.19,0,33.0,26.0,2015-07-28 15:44:37
-219998770,-479303917,840996,555.0,28.6,91962.0,824.19,0,33.0,26.0,2015-07-28 15:44:37
-219998769,-479303917,840991,555.0,28.6,91962.0,824.19,0,33.0,26.0,2015-07-28 15:44:37
-219998769,-479303918,840978,555.0,28.6,91962.0,824.19,0,33.0,26.0,2015-07-28 15:44:37
-219998768,-479303918,840984,553.0,28.5,91936.0,826.89,0,33.0,26.0,2015-07-28 15:44:38
-219998768,-479303919,840989,553.0,28.5,91936.0,826.89,0,33.0,26.0,2015-07-28 15:44:38
-219998767,-479303919,840980,553.0,28.5,91936.0,826.89,0,33.0,26.0,2015-07-28 15:44:38
-219998767,-479303919,840982,553.0,28.5,91936.0,826.89,0,33.0,26.0,2015-07-28 15:44:38
-219998766,-479303919,840977,553.0,28.5,91936.0,826.89,0,33.0,26.0,2015-07-28 15:44:38
-219998768,-479303918,840984,555.0,28.5,91913.0,828.69,0,33.0,26.0,2015-07-28 15:44:38
-219998768,-479303919,840989,555.0,28.5,91913.0,828.69,0,33.0,26.0,2015-07-28 15:44:38
-219998767,-479303919,840980,555.0,28.5,91913.0,828.69,0,33.0,26.0,2015-07-28 15:44:38
-219998767,-479303919,840982,555.0,28.5,91913.0,828.69,0,33.0,26.0,2015-07-28 15:44:38
-219998766,-479303919,840977,555.0,28.5,91913.0,828.69,0,33.0,26.0,2015-07-28 15:44:38
-219998766,-479303919,840969,553.0,28.5,91892.0,830.85,0,33.0,26.0,2015-07-28 15:44:39
-219998765,-479303919,840969,553.0,28.5,91892.0,830.85,0,33.0,26.0,2015-07-28 15:44:39
-219998765,-479303919,840971,553.0,28.5,91892.0,830.85,0,33.0,26.0,2015-07-28 15:44:39
-219998764,-479303919,840969,553.0,28.5,91892.0,830.85,0,33.0,26.0,2015-07-28 15:44:39
-219998763,-479303919,840972,553.0,28.5,91892.0,830.85,0,33.0,26.0,2015-07-28 15:44:39
-219998763,-479303920,840978,551.0,28.5,91862.0,834.0,0,33.0,26.0,2015-07-28 15:44:40
-219998762,-479303920,840975,551.0,28.5,91862.0,834.0,0,33.0,26.0,2015-07-28 15:44:40
-219998761,-479303920,840973,551.0,28.5,91862.0,834.0,0,33.0,26.0,2015-07-28 15:44:40
-219998760,-479303920,840980,551.0,28.5,91862.0,834.0,0,33.0,26.0,2015-07-28 15:44:40
-219998759,-479303920,840976,551.0,28.5,91862.0,834.0,0,33.0,26.0,2015-07-28 15:44:40
-219998759,-479303920,840977,553.0,28.5,91845.0,835.9,0,33.0,26.0,2015-07-28 15:44:41
-219998758,-479303920,840984,553.0,28.5,91845.0,835.9,0,33.0,26.0,2015-07-28 15:44:41
-219998757,-479303920,840984,553.0,28.5,91845.0,835.9,0,33.0,26.0,2015-07-28 15:44:41
-219998757,-479303920,840989,553.0,28.5,91845.0,835.9,0,33.0,26.0,2015-07-28 15:44:41
-219998756,-479303920,840994,553.0,28.5,91845.0,835.9,0,33.0,26.0,2015-07-28 15:44:41
-219998759,-479303920,840977,552.0,28.5,91809.0,838.42,0,33.0,26.0,2015-07-28 15:44:41
-219998758,-479303920,840984,552.0,28.5,91809.0,838.42,0,33.0,26.0,2015-07-28 15:44:41
-219998757,-479303920,840984,552.0,28.5,91809.0,838.42,0,33.0,26.0,2015-07-28 15:44:41
-219998757,-479303920,840989,552.0,28.5,91809.0,838.42,0,33.0,26.0,2015-07-28 15:44:41
-219998756,-479303920,840994,552.0,28.5,91809.0,838.42,0,33.0,26.0,2015-07-28 15:44:41
-219998755,-479303920,840998,554.0,28.5,91778.0,840.49,0,33.0,26.0,2015-07-28 15:44:42
-219998755,-479303920,841011,554.0,28.5,91778.0,840.49,0,33.0,26.0,2015-07-28 15:44:42
-219998754,-479303921,841014,554.0,28.5,91778.0,840.49,0,33.0,26.0,2015-07-28 15:44:42
-219998753,-479303920,841022,554.0,28.5,91778.0,840.49,0,33.0,26.0,2015-07-28 15:44:42
-219998753,-479303920,841031,554.0,28.5,91778.0,840.49,0,33.0,26.0,2015-07-28 15:44:42
-219998752,-479303920,841046,551.0,28.5,91756.0,843.56,0,33.0,26.0,2015-07-28 15:44:43
-219998752,-479303920,841048,551.0,28.5,91756.0,843.56,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841042,551.0,28.5,91756.0,843.56,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841046,551.0,28.5,91756.0,843.56,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841048,551.0,28.5,91756.0,843.56,0,33.0,26.0,2015-07-28 15:44:43
-219998752,-479303920,841046,556.0,28.5,91732.0,845.54,0,33.0,26.0,2015-07-28 15:44:43
-219998752,-479303920,841048,556.0,28.5,91732.0,845.54,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841042,556.0,28.5,91732.0,845.54,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841046,556.0,28.5,91732.0,845.54,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841048,556.0,28.5,91732.0,845.54,0,33.0,26.0,2015-07-28 15:44:43
-219998751,-479303920,841048,552.0,28.5,91700.0,848.34,0,33.0,26.0,2015-07-28 15:44:44
-219998751,-479303921,841045,552.0,28.5,91700.0,848.34,0,33.0,26.0,2015-07-28 15:44:44
-219998750,-479303921,841044,552.0,28.5,91700.0,848.34,0,33.0,26.0,2015-07-28 15:44:44
-219998750,-479303921,841039,552.0,28.5,91700.0,848.34,0,33.0,26.0,2015-07-28 15:44:44
-219998750,-479303921,841028,552.0,28.5,91700.0,848.34,0,33.0,26.0,2015-07-28 15:44:44
-219998751,-479303921,841015,555.0,28.5,91681.0,850.42,0,33.0,26.0,2015-07-28 15:44:45
-219998750,-479303921,841012,555.0,28.5,91681.0,850.42,0,33.0,26.0,2015-07-28 15:44:45
-219998751,-479303921,841000,555.0,28.5,91681.0,850.42,0,33.0,26.0,2015-07-28 15:44:45
-219998750,-479303921,841001,555.0,28.5,91681.0,850.42,0,33.0,26.0,2015-07-28 15:44:45
-219998750,-479303921,840988,555.0,28.5,91681.0,850.42,0,33.0,26.0,2015-07-28 15:44:45
-219998750,-479303921,840978,551.0,28.5,91646.0,852.94,0,33.0,26.0,2015-07-28 15:44:46
-219998750,-479303921,840977,551.0,28.5,91646.0,852.94,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840966,551.0,28.5,91646.0,852.94,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840957,551.0,28.5,91646.0,852.94,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840954,551.0,28.5,91646.0,852.94,0,33.0,26.0,2015-07-28 15:44:46
-219998750,-479303921,840978,551.0,28.4,91619.0,855.47,0,33.0,26.0,2015-07-28 15:44:46
-219998750,-479303921,840977,551.0,28.4,91619.0,855.47,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840966,551.0,28.4,91619.0,855.47,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840957,551.0,28.4,91619.0,855.47,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840954,551.0,28.4,91619.0,855.47,0,33.0,26.0,2015-07-28 15:44:46
-219998751,-479303922,840953,547.0,28.4,91591.0,858.36,0,33.0,26.0,2015-07-28 15:44:47
-219998751,-479303923,840963,547.0,28.4,91591.0,858.36,0,33.0,26.0,2015-07-28 15:44:47
-219998751,-479303922,840957,547.0,28.4,91591.0,858.36,0,33.0,26.0,2015-07-28 15:44:47
-219998751,-479303922,840959,547.0,28.4,91591.0,858.36,0,33.0,26.0,2015-07-28 15:44:47
-219998751,-479303922,840944,547.0,28.4,91591.0,858.36,0,33.0,26.0,2015-07-28 15:44:47
-219998751,-479303923,840940,554.0,28.4,91562.0,860.44,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303923,840938,554.0,28.4,91562.0,860.44,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840925,554.0,28.4,91562.0,860.44,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840912,554.0,28.4,91562.0,860.44,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840898,554.0,28.4,91562.0,860.44,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303923,840940,553.0,28.4,91540.0,863.06,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303923,840938,553.0,28.4,91540.0,863.06,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840925,553.0,28.4,91540.0,863.06,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840912,553.0,28.4,91540.0,863.06,0,33.0,26.0,2015-07-28 15:44:48
-219998751,-479303922,840898,553.0,28.4,91540.0,863.06,0,33.0,26.0,2015-07-28 15:44:48
-219998752,-479303922,840887,552.0,28.4,91519.0,864.78,0,33.0,26.0,2015-07-28 15:44:49
-219998752,-479303922,840873,552.0,28.4,91519.0,864.78,0,33.0,26.0,2015-07-28 15:44:49
-219998752,-479303922,840860,552.0,28.4,91519.0,864.78,0,33.0,26.0,2015-07-28 15:44:49
-219998752,-479303922,840852,552.0,28.4,91519.0,864.78,0,33.0,26.0,2015-07-28 15:44:49
-219998752,-479303922,840835,552.0,28.4,91519.0,864.78,0,33.0,26.0,2015-07-28 15:44:49
-219998753,-479303922,840835,553.0,28.4,91503.0,866.31,0,33.0,26.0,2015-07-28 15:44:50
-219998753,-479303921,840814,553.0,28.4,91503.0,866.31,0,33.0,26.0,2015-07-28 15:44:50
-219998754,-479303921,840795,553.0,28.4,91503.0,866.31,0,33.0,26.0,2015-07-28 15:44:50
-219998754,-479303921,840779,553.0,28.4,91503.0,866.31,0,33.0,26.0,2015-07-28 15:44:50
-219998754,-479303920,840772,553.0,28.4,91503.0,866.31,0,33.0,26.0,2015-07-28 15:44:50
-219998754,-479303920,840748,551.0,28.4,91497.0,866.76,0,33.0,26.0,2015-07-28 15:44:51
-219998754,-479303919,840745,551.0,28.4,91497.0,866.76,0,33.0,26.0,2015-07-28 15:44:51
-219998754,-479303918,840721,551.0,28.4,91497.0,866.76,0,33.0,26.0,2015-07-28 15:44:51
-219998755,-479303918,840696,551.0,28.4,91497.0,866.76,0,33.0,26.0,2015-07-28 15:44:51
-219998755,-479303917,840675,551.0,28.4,91497.0,866.76,0,33.0,26.0,2015-07-28 15:44:51
-219998754,-479303920,840748,548.0,28.4,91490.0,867.13,0,33.0,26.0,2015-07-28 15:44:51
-219998754,-479303919,840745,548.0,28.4,91490.0,867.13,0,33.0,26.0,2015-07-28 15:44:51
-219998754,-479303918,840721,548.0,28.4,91490.0,867.13,0,33.0,26.0,2015-07-28 15:44:51
-219998755,-479303918,840696,548.0,28.4,91490.0,867.13,0,33.0,26.0,2015-07-28 15:44:51
-219998755,-479303917,840675,548.0,28.4,91490.0,867.13,0,33.0,26.0,2015-07-28 15:44:51
-219998756,-479303916,840657,555.0,28.4,91489.0,867.04,0,33.0,26.0,2015-07-28 15:44:52
-219998756,-479303916,840629,555.0,28.4,91489.0,867.04,0,33.0,26.0,2015-07-28 15:44:52
-219998756,-479303915,840606,555.0,28.4,91489.0,867.04,0,33.0,26.0,2015-07-28 15:44:52
-219998756,-479303915,840592,555.0,28.4,91489.0,867.04,0,33.0,26.0,2015-07-28 15:44:52
-219998756,-479303914,840588,555.0,28.4,91489.0,867.04,0,33.0,26.0,2015-07-28 15:44:52
-219998756,-479303914,840582,552.0,28.4,91499.0,866.76,0,33.0,26.0,2015-07-28 15:44:53
-219998757,-479303914,840572,552.0,28.4,91499.0,866.76,0,33.0,26.0,2015-07-28 15:44:53
-219998756,-479303913,840567,552.0,28.4,91499.0,866.76,0,33.0,26.0,2015-07-28 15:44:53
-219998756,-479303913,840559,552.0,28.4,91499.0,866.76,0,33.0,26.0,2015-07-28 15:44:53
-219998757,-479303913,840561,552.0,28.4,91499.0,866.76,0,33.0,26.0,2015-07-28 15:44:53
-219998756,-479303914,840582,553.0,28.4,91495.0,866.95,0,33.0,26.0,2015-07-28 15:44:53
-219998757,-479303914,840572,553.0,28.4,91495.0,866.95,0,33.0,26.0,2015-07-28 15:44:53
-219998756,-479303913,840567,553.0,28.4,91495.0,866.95,0,33.0,26.0,2015-07-28 15:44:53
-219998756,-479303913,840559,553.0,28.4,91495.0,866.95,0,33.0,26.0,2015-07-28 15:44:53
-219998757,-479303913,840561,553.0,28.4,91495.0,866.95,0,33.0,26.0,2015-07-28 15:44:53
-219998757,-479303912,840542,553.0,28.3,91501.0,867.22,0,33.0,26.0,2015-07-28 15:44:54
-219998757,-479303912,840549,553.0,28.3,91501.0,867.22,0,33.0,26.0,2015-07-28 15:44:54
-219998757,-479303912,840554,553.0,28.3,91501.0,867.22,0,33.0,26.0,2015-07-28 15:44:54
-219998757,-479303912,840541,553.0,28.3,91501.0,867.22,0,33.0,26.0,2015-07-28 15:44:54
-219998756,-479303912,840547,553.0,28.3,91501.0,867.22,0,33.0,26.0,2015-07-28 15:44:54
-219998757,-479303911,840541,548.0,28.2,91489.0,865.95,0,33.0,26.0,2015-07-28 15:44:55
-219998757,-479303912,840534,548.0,28.2,91489.0,865.95,0,33.0,26.0,2015-07-28 15:44:55
-219998758,-479303912,840523,548.0,28.2,91489.0,865.95,0,33.0,26.0,2015-07-28 15:44:55
-219998758,-479303912,840520,548.0,28.2,91489.0,865.95,0,33.0,26.0,2015-07-28 15:44:55
-219998758,-479303912,840515,548.0,28.2,91489.0,865.95,0,33.0,26.0,2015-07-28 15:44:55
-219998757,-479303911,840541,560.0,28.2,91497.0,865.41,0,33.0,26.0,2015-07-28 15:44:55
-219998757,-479303912,840534,560.0,28.2,91497.0,865.41,0,33.0,26.0,2015-07-28 15:44:55
-219998758,-479303912,840523,560.0,28.2,91497.0,865.41,0,33.0,26.0,2015-07-28 15:44:55
-219998758,-479303912,840520,560.0,28.2,91497.0,865.41,0,33.0,26.0,2015-07-28 15:44:55
