latitude,longitude,alt,mq2value,bartemp,barpre,alt2,chk,dht11um,dht11temp,dthour
-22.0002389,-47.9308112,868150,558.0,27.7,92132.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002438,-47.9308154,868301,558.0,27.7,92132.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002482,-47.9308194,868495,558.0,27.7,92132.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002521,-47.9308235,868652,558.0,27.7,92132.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002557,-47.9308271,868810,558.0,27.7,92132.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002389,-47.9308112,868150,564.0,27.7,92129.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002438,-47.9308154,868301,564.0,27.7,92129.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002482,-47.9308194,868495,564.0,27.7,92129.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002521,-47.9308235,868652,564.0,27.7,92129.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002557,-47.9308271,868810,564.0,27.7,92129.0,809.52,0,33.0,25.0,2015-07-28 15:22:55
-22.0002590,-47.9308305,868916,568.0,27.8,92136.0,809.52,0,33.0,26.0,2015-07-28 15:22:56
-22.0002621,-47.9308335,869009,568.0,27.8,92136.0,809.52,0,33.0,26.0,2015-07-28 15:22:56
-22.0002652,-47.9308360,869102,568.0,27.8,92136.0,809.52,0,33.0,26.0,2015-07-28 15:22:56
-22.0002683,-47.9308382,869150,568.0,27.8,92136.0,809.52,0,33.0,26.0,2015-07-28 15:22:56
-22.0002715,-47.9308400,869146,568.0,27.8,92136.0,809.52,0,33.0,26.0,2015-07-28 15:22:56
-22.0002750,-47.9308415,869085,555.0,27.8,92126.0,809.52,0,33.0,26.0,2015-07-28 15:22:57
-22.0002787,-47.9308428,869006,555.0,27.8,92126.0,809.52,0,33.0,26.0,2015-07-28 15:22:57
-22.0002828,-47.9308438,868934,555.0,27.8,92126.0,809.52,0,33.0,26.0,2015-07-28 15:22:57
-22.0002874,-47.9308446,868807,555.0,27.8,92126.0,809.52,0,33.0,26.0,2015-07-28 15:22:57
-22.0002923,-47.9308454,868701,555.0,27.8,92126.0,809.52,0,33.0,26.0,2015-07-28 15:22:57
-22.0002750,-47.9308415,869085,554.0,27.8,92127.0,809.88,0,33.0,26.0,2015-07-28 15:22:57
-22.0002787,-47.9308428,869006,554.0,27.8,92127.0,809.88,0,33.0,26.0,2015-07-28 15:22:57
-22.0002828,-47.9308438,868934,554.0,27.8,92127.0,809.88,0,33.0,26.0,2015-07-28 15:22:57
-22.0002874,-47.9308446,868807,554.0,27.8,92127.0,809.88,0,33.0,26.0,2015-07-28 15:22:57
-22.0002923,-47.9308454,868701,554.0,27.8,92127.0,809.88,0,33.0,26.0,2015-07-28 15:22:57
-22.0002977,-47.9308463,868589,558.0,27.8,92127.0,810.33,0,33.0,25.0,2015-07-28 15:22:58
-22.0003036,-47.9308474,868441,558.0,27.8,92127.0,810.33,0,33.0,25.0,2015-07-28 15:22:58
-22.0003097,-47.9308488,868295,558.0,27.8,92127.0,810.33,0,33.0,25.0,2015-07-28 15:22:58
-22.0003161,-47.9308506,868192,558.0,27.8,92127.0,810.33,0,33.0,25.0,2015-07-28 15:22:58
-22.0003228,-47.9308528,868114,558.0,27.8,92127.0,810.33,0,33.0,25.0,2015-07-28 15:22:58
-22.0003295,-47.9308554,868096,559.0,27.8,92129.0,809.7,0,33.0,25.0,2015-07-28 15:22:59
-22.0003359,-47.9308585,868141,559.0,27.8,92129.0,809.7,0,33.0,25.0,2015-07-28 15:22:59
-22.0003423,-47.9308619,868207,559.0,27.8,92129.0,809.7,0,33.0,25.0,2015-07-28 15:22:59
-22.0003484,-47.9308656,868307,559.0,27.8,92129.0,809.7,0,33.0,25.0,2015-07-28 15:22:59
-22.0003540,-47.9308695,868454,559.0,27.8,92129.0,809.7,0,33.0,25.0,2015-07-28 15:22:59
-22.0003295,-47.9308554,868096,555.0,27.8,92129.0,809.43,0,33.0,26.0,2015-07-28 15:22:59
-22.0003359,-47.9308585,868141,555.0,27.8,92129.0,809.43,0,33.0,26.0,2015-07-28 15:22:59
-22.0003423,-47.9308619,868207,555.0,27.8,92129.0,809.43,0,33.0,26.0,2015-07-28 15:22:59
-22.0003484,-47.9308656,868307,555.0,27.8,92129.0,809.43,0,33.0,26.0,2015-07-28 15:22:59
-22.0003540,-47.9308695,868454,555.0,27.8,92129.0,809.43,0,33.0,26.0,2015-07-28 15:22:59
-22.0003594,-47.9308734,868597,566.0,27.8,92126.0,809.97,0,33.0,26.0,2015-07-28 15:23:00
-22.0003645,-47.9308772,868695,566.0,27.8,92126.0,809.97,0,33.0,26.0,2015-07-28 15:23:00
-22.0003692,-47.9308810,868792,566.0,27.8,92126.0,809.97,0,33.0,26.0,2015-07-28 15:23:00
-22.0003737,-47.9308845,868856,566.0,27.8,92126.0,809.97,0,33.0,26.0,2015-07-28 15:23:00
-22.0003781,-47.9308878,868893,566.0,27.8,92126.0,809.97,0,33.0,26.0,2015-07-28 15:23:00
-22.0003824,-47.9308909,868929,559.0,27.8,92117.0,810.33,0,33.0,26.0,2015-07-28 15:23:01
-22.0003868,-47.9308936,868940,559.0,27.8,92117.0,810.33,0,33.0,26.0,2015-07-28 15:23:01
-22.0003912,-47.9308963,868927,559.0,27.8,92117.0,810.33,0,33.0,26.0,2015-07-28 15:23:01
-22.0003956,-47.9308988,868885,559.0,27.8,92117.0,810.33,0,33.0,26.0,2015-07-28 15:23:01
-22.0004001,-47.9309012,868877,559.0,27.8,92117.0,810.33,0,33.0,26.0,2015-07-28 15:23:01
-22.0004047,-47.9309037,868822,557.0,27.8,92128.0,809.61,0,33.0,26.0,2015-07-28 15:23:02
-22.0004093,-47.9309063,868767,557.0,27.8,92128.0,809.61,0,33.0,26.0,2015-07-28 15:23:02
-22.0004140,-47.9309088,868772,557.0,27.8,92128.0,809.61,0,33.0,26.0,2015-07-28 15:23:02
-22.0004188,-47.9309116,868773,557.0,27.8,92128.0,809.61,0,33.0,26.0,2015-07-28 15:23:02
-22.0004236,-47.9309145,868778,557.0,27.8,92128.0,809.61,0,33.0,26.0,2015-07-28 15:23:02
-22.0004047,-47.9309037,868822,558.0,27.8,92128.0,810.42,0,33.0,26.0,2015-07-28 15:23:02
-22.0004093,-47.9309063,868767,558.0,27.8,92128.0,810.42,0,33.0,26.0,2015-07-28 15:23:02
-22.0004140,-47.9309088,868772,558.0,27.8,92128.0,810.42,0,33.0,26.0,2015-07-28 15:23:02
-22.0004188,-47.9309116,868773,558.0,27.8,92128.0,810.42,0,33.0,26.0,2015-07-28 15:23:02
-22.0004236,-47.9309145,868778,558.0,27.8,92128.0,810.42,0,33.0,26.0,2015-07-28 15:23:02
-22.0004284,-47.9309175,868809,560.0,27.8,92119.0,810.51,0,33.0,26.0,2015-07-28 15:23:03
-22.0004332,-47.9309207,868832,560.0,27.8,92119.0,810.51,0,33.0,26.0,2015-07-28 15:23:03
-22.0004379,-47.9309239,868871,560.0,27.8,92119.0,810.51,0,33.0,26.0,2015-07-28 15:23:03
-22.0004425,-47.9309273,868918,560.0,27.8,92119.0,810.51,0,33.0,26.0,2015-07-28 15:23:03
-22.0004469,-47.9309308,868975,560.0,27.8,92119.0,810.51,0,33.0,26.0,2015-07-28 15:23:03
-22.0004511,-47.9309343,869026,563.0,27.8,92119.0,810.33,0,33.0,26.0,2015-07-28 15:23:04
-22.0004552,-47.9309377,869095,563.0,27.8,92119.0,810.33,0,33.0,26.0,2015-07-28 15:23:04
-22.0004590,-47.9309411,869145,563.0,27.8,92119.0,810.33,0,33.0,26.0,2015-07-28 15:23:04
-22.0004628,-47.9309443,869201,563.0,27.8,92119.0,810.33,0,33.0,26.0,2015-07-28 15:23:04
-22.0004663,-47.9309472,869254,563.0,27.8,92119.0,810.33,0,33.0,26.0,2015-07-28 15:23:04
-22.0004511,-47.9309343,869026,562.0,27.9,92117.0,810.78,0,33.0,26.0,2015-07-28 15:23:04
-22.0004552,-47.9309377,869095,562.0,27.9,92117.0,810.78,0,33.0,26.0,2015-07-28 15:23:04
-22.0004590,-47.9309411,869145,562.0,27.9,92117.0,810.78,0,33.0,26.0,2015-07-28 15:23:04
-22.0004628,-47.9309443,869201,562.0,27.9,92117.0,810.78,0,33.0,26.0,2015-07-28 15:23:04
-22.0004663,-47.9309472,869254,562.0,27.9,92117.0,810.78,0,33.0,26.0,2015-07-28 15:23:04
-22.0004699,-47.9309496,869299,565.0,27.9,92121.0,810.42,0,33.0,26.0,2015-07-28 15:23:05
-22.0004734,-47.9309514,869346,565.0,27.9,92121.0,810.42,0,33.0,26.0,2015-07-28 15:23:05
-22.0004770,-47.9309526,869375,565.0,27.9,92121.0,810.42,0,33.0,26.0,2015-07-28 15:23:05
-22.0004807,-47.9309532,869401,565.0,27.9,92121.0,810.42,0,33.0,26.0,2015-07-28 15:23:05
-22.0004846,-47.9309532,869392,565.0,27.9,92121.0,810.42,0,33.0,26.0,2015-07-28 15:23:05
-22.0004888,-47.9309528,869369,556.0,27.9,92121.0,810.69,0,33.0,26.0,2015-07-28 15:23:06
-22.0004933,-47.9309521,869317,556.0,27.9,92121.0,810.69,0,33.0,26.0,2015-07-28 15:23:06
-22.0004982,-47.9309514,869232,556.0,27.9,92121.0,810.69,0,33.0,26.0,2015-07-28 15:23:06
-22.0005036,-47.9309508,869169,556.0,27.9,92121.0,810.69,0,33.0,26.0,2015-07-28 15:23:06
-22.0005094,-47.9309507,869082,556.0,27.9,92121.0,810.69,0,33.0,26.0,2015-07-28 15:23:06
-22.0005156,-47.9309509,869017,564.0,27.8,92115.0,810.69,0,33.0,26.0,2015-07-28 15:23:07
-22.0005222,-47.9309517,868942,564.0,27.8,92115.0,810.69,0,33.0,26.0,2015-07-28 15:23:07
-22.0005291,-47.9309531,868865,564.0,27.8,92115.0,810.69,0,33.0,26.0,2015-07-28 15:23:07
-22.0005361,-47.9309550,868821,564.0,27.8,92115.0,810.69,0,33.0,26.0,2015-07-28 15:23:07
-22.0005430,-47.9309576,868790,564.0,27.8,92115.0,810.69,0,33.0,26.0,2015-07-28 15:23:07
-22.0005156,-47.9309509,869017,553.0,27.8,92092.0,811.5,0,33.0,26.0,2015-07-28 15:23:07
-22.0005222,-47.9309517,868942,553.0,27.8,92092.0,811.5,0,33.0,26.0,2015-07-28 15:23:07
-22.0005291,-47.9309531,868865,553.0,27.8,92092.0,811.5,0,33.0,26.0,2015-07-28 15:23:07
-22.0005361,-47.9309550,868821,553.0,27.8,92092.0,811.5,0,33.0,26.0,2015-07-28 15:23:07
-22.0005430,-47.9309576,868790,553.0,27.8,92092.0,811.5,0,33.0,26.0,2015-07-28 15:23:07
-22.0005498,-47.9309606,868800,559.0,27.7,92104.0,810.96,0,33.0,25.0,2015-07-28 15:23:08
-22.0005563,-47.9309639,868845,559.0,27.7,92104.0,810.96,0,33.0,25.0,2015-07-28 15:23:08
-22.0005624,-47.9309675,868917,559.0,27.7,92104.0,810.96,0,33.0,25.0,2015-07-28 15:23:08
-22.0005682,-47.9309715,868998,559.0,27.7,92104.0,810.96,0,33.0,25.0,2015-07-28 15:23:08
-22.0005735,-47.9309756,869117,559.0,27.7,92104.0,810.96,0,33.0,25.0,2015-07-28 15:23:08
-22.0005784,-47.9309798,869248,558.0,27.7,92099.0,812.31,0,33.0,25.0,2015-07-28 15:23:09
-22.0005830,-47.9309840,869376,558.0,27.7,92099.0,812.31,0,33.0,25.0,2015-07-28 15:23:09
-22.0005872,-47.9309881,869528,558.0,27.7,92099.0,812.31,0,33.0,25.0,2015-07-28 15:23:09
-22.0005911,-47.9309921,869647,558.0,27.7,92099.0,812.31,0,33.0,25.0,2015-07-28 15:23:09
-22.0005947,-47.9309960,869771,558.0,27.7,92099.0,812.31,0,33.0,25.0,2015-07-28 15:23:09
-22.0005784,-47.9309798,869248,561.0,27.7,92098.0,812.22,0,33.0,25.0,2015-07-28 15:23:09
-22.0005830,-47.9309840,869376,561.0,27.7,92098.0,812.22,0,33.0,25.0,2015-07-28 15:23:09
-22.0005872,-47.9309881,869528,561.0,27.7,92098.0,812.22,0,33.0,25.0,2015-07-28 15:23:09
-22.0005911,-47.9309921,869647,561.0,27.7,92098.0,812.22,0,33.0,25.0,2015-07-28 15:23:09
-22.0005947,-47.9309960,869771,561.0,27.7,92098.0,812.22,0,33.0,25.0,2015-07-28 15:23:09
-22.0005981,-47.9309995,869875,553.0,27.7,92087.0,812.4,0,33.0,25.0,2015-07-28 15:23:10
-22.0006013,-47.9310029,869950,553.0,27.7,92087.0,812.4,0,33.0,25.0,2015-07-28 15:23:10
-22.0006045,-47.9310060,869999,553.0,27.7,92087.0,812.4,0,33.0,25.0,2015-07-28 15:23:10
-22.0006077,-47.9310089,870008,553.0,27.7,92087.0,812.4,0,33.0,25.0,2015-07-28 15:23:10
-22.0006109,-47.9310115,870008,553.0,27.7,92087.0,812.4,0,33.0,25.0,2015-07-28 15:23:10
-22.0006143,-47.9310140,869960,552.0,27.7,92103.0,812.67,0,33.0,25.0,2015-07-28 15:23:11
-22.0006179,-47.9310162,869905,552.0,27.7,92103.0,812.67,0,33.0,25.0,2015-07-28 15:23:11
-22.0006216,-47.9310182,869858,552.0,27.7,92103.0,812.67,0,33.0,25.0,2015-07-28 15:23:11
-22.0006256,-47.9310200,869808,552.0,27.7,92103.0,812.67,0,33.0,25.0,2015-07-28 15:23:11
-22.0006298,-47.9310218,869720,552.0,27.7,92103.0,812.67,0,33.0,25.0,2015-07-28 15:23:11
-22.0006340,-47.9310236,869678,557.0,27.7,92100.0,811.95,0,33.0,25.0,2015-07-28 15:23:12
-22.0006384,-47.9310254,869670,557.0,27.7,92100.0,811.95,0,33.0,25.0,2015-07-28 15:23:12
-22.0006427,-47.9310272,869657,557.0,27.7,92100.0,811.95,0,33.0,25.0,2015-07-28 15:23:12
-22.0006470,-47.9310290,869681,557.0,27.7,92100.0,811.95,0,33.0,25.0,2015-07-28 15:23:12
-22.0006512,-47.9310307,869699,557.0,27.7,92100.0,811.95,0,33.0,25.0,2015-07-28 15:23:12
-22.0006340,-47.9310236,869678,563.0,27.7,92097.0,812.94,0,33.0,25.0,2015-07-28 15:23:12
-22.0006384,-47.9310254,869670,563.0,27.7,92097.0,812.94,0,33.0,25.0,2015-07-28 15:23:12
-22.0006427,-47.9310272,869657,563.0,27.7,92097.0,812.94,0,33.0,25.0,2015-07-28 15:23:12
-22.0006470,-47.9310290,869681,563.0,27.7,92097.0,812.94,0,33.0,25.0,2015-07-28 15:23:12
-22.0006512,-47.9310307,869699,563.0,27.7,92097.0,812.94,0,33.0,25.0,2015-07-28 15:23:12
-22.0006553,-47.9310325,869706,560.0,27.6,92100.0,812.31,0,33.0,25.0,2015-07-28 15:23:13
-22.0006594,-47.9310341,869731,560.0,27.6,92100.0,812.31,0,33.0,25.0,2015-07-28 15:23:13
-22.0006634,-47.9310358,869707,560.0,27.6,92100.0,812.31,0,33.0,25.0,2015-07-28 15:23:13
-22.0006673,-47.9310374,869659,560.0,27.6,92100.0,812.31,0,33.0,25.0,2015-07-28 15:23:13
-22.0006712,-47.9310390,869580,560.0,27.6,92100.0,812.31,0,33.0,25.0,2015-07-28 15:23:13
-22.0006750,-47.9310405,869540,560.0,27.6,92102.0,812.94,0,33.0,25.0,2015-07-28 15:23:14
-22.0006787,-47.9310421,869462,560.0,27.6,92102.0,812.94,0,33.0,25.0,2015-07-28 15:23:14
-22.0006824,-47.9310436,869407,560.0,27.6,92102.0,812.94,0,33.0,25.0,2015-07-28 15:23:14
-22.0006858,-47.9310450,869385,560.0,27.6,92102.0,812.94,0,33.0,25.0,2015-07-28 15:23:14
-22.0006892,-47.9310463,869383,560.0,27.6,92102.0,812.94,0,33.0,25.0,2015-07-28 15:23:14
-22.0006750,-47.9310405,869540,550.0,27.6,92105.0,812.49,0,33.0,25.0,2015-07-28 15:23:14
-22.0006787,-47.9310421,869462,550.0,27.6,92105.0,812.49,0,33.0,25.0,2015-07-28 15:23:14
-22.0006824,-47.9310436,869407,550.0,27.6,92105.0,812.49,0,33.0,25.0,2015-07-28 15:23:14
-22.0006858,-47.9310450,869385,550.0,27.6,92105.0,812.49,0,33.0,25.0,2015-07-28 15:23:14
-22.0006892,-47.9310463,869383,550.0,27.6,92105.0,812.49,0,33.0,25.0,2015-07-28 15:23:14
-22.0006923,-47.9310477,869392,552.0,27.6,92104.0,811.32,0,33.0,25.0,2015-07-28 15:23:15
-22.0006953,-47.9310489,869417,552.0,27.6,92104.0,811.32,0,33.0,25.0,2015-07-28 15:23:15
-22.0006981,-47.9310501,869449,552.0,27.6,92104.0,811.32,0,33.0,25.0,2015-07-28 15:23:15
-22.0007009,-47.9310512,869475,552.0,27.6,92104.0,811.32,0,33.0,25.0,2015-07-28 15:23:15
-22.0007035,-47.9310522,869511,552.0,27.6,92104.0,811.32,0,33.0,25.0,2015-07-28 15:23:15
-22.0007061,-47.9310533,869521,562.0,27.6,92115.0,810.96,0,33.0,25.0,2015-07-28 15:23:16
-22.0007086,-47.9310543,869557,562.0,27.6,92115.0,810.96,0,33.0,25.0,2015-07-28 15:23:16
-22.0007109,-47.9310553,869588,562.0,27.6,92115.0,810.96,0,33.0,25.0,2015-07-28 15:23:16
-22.0007130,-47.9310564,869599,562.0,27.6,92115.0,810.96,0,33.0,25.0,2015-07-28 15:23:16
-22.0007151,-47.9310576,869606,562.0,27.6,92115.0,810.96,0,33.0,25.0,2015-07-28 15:23:16
-22.0007061,-47.9310533,869521,553.0,27.6,92107.0,811.77,0,33.0,25.0,2015-07-28 15:23:16
-22.0007086,-47.9310543,869557,553.0,27.6,92107.0,811.77,0,33.0,25.0,2015-07-28 15:23:16
-22.0007109,-47.9310553,869588,553.0,27.6,92107.0,811.77,0,33.0,25.0,2015-07-28 15:23:16
-22.0007130,-47.9310564,869599,553.0,27.6,92107.0,811.77,0,33.0,25.0,2015-07-28 15:23:16
-22.0007151,-47.9310576,869606,553.0,27.6,92107.0,811.77,0,33.0,25.0,2015-07-28 15:23:16
-22.0007168,-47.9310588,869621,557.0,27.5,92112.0,810.96,0,33.0,25.0,2015-07-28 15:23:17
-22.0007183,-47.9310600,869604,557.0,27.5,92112.0,810.96,0,33.0,25.0,2015-07-28 15:23:17
-22.0007196,-47.9310612,869586,557.0,27.5,92112.0,810.96,0,33.0,25.0,2015-07-28 15:23:17
-22.0007207,-47.9310622,869581,557.0,27.5,92112.0,810.96,0,33.0,25.0,2015-07-28 15:23:17
-22.0007217,-47.9310632,869570,557.0,27.5,92112.0,810.96,0,33.0,25.0,2015-07-28 15:23:17
-22.0007225,-47.9310641,869580,562.0,27.5,92110.0,811.14,0,33.0,25.0,2015-07-28 15:23:18
-22.0007232,-47.9310648,869604,562.0,27.5,92110.0,811.14,0,33.0,25.0,2015-07-28 15:23:18
-22.0007239,-47.9310653,869630,562.0,27.5,92110.0,811.14,0,33.0,25.0,2015-07-28 15:23:18
-22.0007246,-47.9310657,869660,562.0,27.5,92110.0,811.14,0,33.0,25.0,2015-07-28 15:23:18
-22.0007252,-47.9310658,869701,562.0,27.5,92110.0,811.14,0,33.0,25.0,2015-07-28 15:23:18
-22.0007259,-47.9310659,869746,558.0,27.5,92108.0,811.86,0,33.0,25.0,2015-07-28 15:23:19
-22.0007265,-47.9310659,869780,558.0,27.5,92108.0,811.86,0,33.0,25.0,2015-07-28 15:23:19
-22.0007272,-47.9310659,869801,558.0,27.5,92108.0,811.86,0,33.0,25.0,2015-07-28 15:23:19
-22.0007279,-47.9310660,869804,558.0,27.5,92108.0,811.86,0,33.0,25.0,2015-07-28 15:23:19
-22.0007286,-47.9310661,869809,558.0,27.5,92108.0,811.86,0,33.0,25.0,2015-07-28 15:23:19
-22.0007293,-47.9310661,869814,561.0,27.5,92115.0,811.41,0,33.0,25.0,2015-07-28 15:23:20
-22.0007299,-47.9310661,869827,561.0,27.5,92115.0,811.41,0,33.0,25.0,2015-07-28 15:23:20
-22.0007306,-47.9310661,869857,561.0,27.5,92115.0,811.41,0,33.0,25.0,2015-07-28 15:23:20
-22.0007311,-47.9310659,869859,561.0,27.5,92115.0,811.41,0,33.0,25.0,2015-07-28 15:23:20
-22.0007316,-47.9310658,869844,561.0,27.5,92115.0,811.41,0,33.0,25.0,2015-07-28 15:23:20
-22.0007293,-47.9310661,869814,555.0,27.5,92115.0,811.23,0,33.0,25.0,2015-07-28 15:23:20
-22.0007299,-47.9310661,869827,555.0,27.5,92115.0,811.23,0,33.0,25.0,2015-07-28 15:23:20
-22.0007306,-47.9310661,869857,555.0,27.5,92115.0,811.23,0,33.0,25.0,2015-07-28 15:23:20
-22.0007311,-47.9310659,869859,555.0,27.5,92115.0,811.23,0,33.0,25.0,2015-07-28 15:23:20
-22.0007316,-47.9310658,869844,555.0,27.5,92115.0,811.23,0,33.0,25.0,2015-07-28 15:23:20
-22.0007319,-47.9310656,869822,563.0,27.5,92104.0,810.33,0,33.0,25.0,2015-07-28 15:23:21
-22.0007322,-47.9310653,869815,563.0,27.5,92104.0,810.33,0,33.0,25.0,2015-07-28 15:23:21
-22.0007324,-47.9310650,869794,563.0,27.5,92104.0,810.33,0,33.0,25.0,2015-07-28 15:23:21
-22.0007326,-47.9310645,869783,563.0,27.5,92104.0,810.33,0,33.0,25.0,2015-07-28 15:23:21
-22.0007329,-47.9310640,869781,563.0,27.5,92104.0,810.33,0,33.0,25.0,2015-07-28 15:23:21
-22.0007331,-47.9310634,869793,552.0,27.5,92119.0,810.42,0,33.0,25.0,2015-07-28 15:23:22
-22.0007335,-47.9310628,869814,552.0,27.5,92119.0,810.42,0,33.0,25.0,2015-07-28 15:23:22
-22.0007338,-47.9310622,869843,552.0,27.5,92119.0,810.42,0,33.0,25.0,2015-07-28 15:23:22
-22.0007342,-47.9310616,869889,552.0,27.5,92119.0,810.42,0,33.0,25.0,2015-07-28 15:23:22
-22.0007347,-47.9310611,869914,552.0,27.5,92119.0,810.42,0,33.0,25.0,2015-07-28 15:23:22
-22.0007351,-47.9310607,869941,559.0,27.4,92110.0,812.04,0,33.0,25.0,2015-07-28 15:23:23
-22.0007356,-47.9310605,869955,559.0,27.4,92110.0,812.04,0,33.0,25.0,2015-07-28 15:23:23
-22.0007360,-47.9310603,869972,559.0,27.4,92110.0,812.04,0,33.0,25.0,2015-07-28 15:23:23
-22.0007363,-47.9310603,869983,559.0,27.4,92110.0,812.04,0,33.0,25.0,2015-07-28 15:23:23
-22.0007366,-47.9310603,869976,559.0,27.4,92110.0,812.04,0,33.0,25.0,2015-07-28 15:23:23
-22.0007351,-47.9310607,869941,563.0,27.4,92118.0,812.31,0,33.0,25.0,2015-07-28 15:23:23
-22.0007356,-47.9310605,869955,563.0,27.4,92118.0,812.31,0,33.0,25.0,2015-07-28 15:23:23
-22.0007360,-47.9310603,869972,563.0,27.4,92118.0,812.31,0,33.0,25.0,2015-07-28 15:23:23
-22.0007363,-47.9310603,869983,563.0,27.4,92118.0,812.31,0,33.0,25.0,2015-07-28 15:23:23
-22.0007366,-47.9310603,869976,563.0,27.4,92118.0,812.31,0,33.0,25.0,2015-07-28 15:23:23
-22.0007367,-47.9310604,869974,553.0,27.4,92100.0,812.13,0,33.0,25.0,2015-07-28 15:23:24
-22.0007368,-47.9310606,869954,553.0,27.4,92100.0,812.13,0,33.0,25.0,2015-07-28 15:23:24
-22.0007367,-47.9310609,869930,553.0,27.4,92100.0,812.13,0,33.0,25.0,2015-07-28 15:23:24
-22.0007366,-47.9310612,869898,553.0,27.4,92100.0,812.13,0,33.0,25.0,2015-07-28 15:23:24
-22.0007365,-47.9310617,869852,553.0,27.4,92100.0,812.13,0,33.0,25.0,2015-07-28 15:23:24
-22.0007362,-47.9310621,869835,549.0,27.4,92105.0,811.41,0,33.0,25.0,2015-07-28 15:23:25
-22.0007360,-47.9310626,869831,549.0,27.4,92105.0,811.41,0,33.0,25.0,2015-07-28 15:23:25
-22.0007356,-47.9310632,869836,549.0,27.4,92105.0,811.41,0,33.0,25.0,2015-07-28 15:23:25
-22.0007352,-47.9310637,869840,549.0,27.4,92105.0,811.41,0,33.0,25.0,2015-07-28 15:23:25
-22.0007348,-47.9310642,869847,549.0,27.4,92105.0,811.41,0,33.0,25.0,2015-07-28 15:23:25
-22.0007362,-47.9310621,869835,560.0,27.4,92116.0,809.97,0,33.0,25.0,2015-07-28 15:23:25
-22.0007360,-47.9310626,869831,560.0,27.4,92116.0,809.97,0,33.0,25.0,2015-07-28 15:23:25
-22.0007356,-47.9310632,869836,560.0,27.4,92116.0,809.97,0,33.0,25.0,2015-07-28 15:23:25
-22.0007352,-47.9310637,869840,560.0,27.4,92116.0,809.97,0,33.0,25.0,2015-07-28 15:23:25
-22.0007348,-47.9310642,869847,560.0,27.4,92116.0,809.97,0,33.0,25.0,2015-07-28 15:23:25
-22.0007343,-47.9310646,869854,546.0,27.4,92116.0,809.16,0,33.0,25.0,2015-07-28 15:23:26
-22.0007339,-47.9310650,869851,546.0,27.4,92116.0,809.16,0,33.0,25.0,2015-07-28 15:23:26
-22.0007336,-47.9310653,869860,546.0,27.4,92116.0,809.16,0,33.0,25.0,2015-07-28 15:23:26
-22.0007332,-47.9310654,869876,546.0,27.4,92116.0,809.16,0,33.0,25.0,2015-07-28 15:23:26
-22.0007327,-47.9310654,869928,546.0,27.4,92116.0,809.16,0,33.0,25.0,2015-07-28 15:23:26
-22.0007323,-47.9310653,869975,553.0,27.4,92118.0,809.61,0,33.0,25.0,2015-07-28 15:23:27
-22.0007318,-47.9310650,870024,553.0,27.4,92118.0,809.61,0,33.0,25.0,2015-07-28 15:23:27
-22.0007313,-47.9310646,870083,553.0,27.4,92118.0,809.61,0,33.0,25.0,2015-07-28 15:23:27
-22.0007308,-47.9310641,870148,553.0,27.4,92118.0,809.61,0,33.0,25.0,2015-07-28 15:23:27
-22.0007304,-47.9310635,870226,553.0,27.4,92118.0,809.61,0,33.0,25.0,2015-07-28 15:23:27
-22.0007323,-47.9310653,869975,562.0,27.3,92098.0,811.95,0,33.0,25.0,2015-07-28 15:23:27
-22.0007318,-47.9310650,870024,562.0,27.3,92098.0,811.95,0,33.0,25.0,2015-07-28 15:23:27
-22.0007313,-47.9310646,870083,562.0,27.3,92098.0,811.95,0,33.0,25.0,2015-07-28 15:23:27
-22.0007308,-47.9310641,870148,562.0,27.3,92098.0,811.95,0,33.0,25.0,2015-07-28 15:23:27
-22.0007304,-47.9310635,870226,562.0,27.3,92098.0,811.95,0,33.0,25.0,2015-07-28 15:23:27
-22.0007301,-47.9310627,870284,561.0,27.3,92116.0,811.05,0,33.0,25.0,2015-07-28 15:23:28
-22.0007298,-47.9310620,870340,561.0,27.3,92116.0,811.05,0,33.0,25.0,2015-07-28 15:23:28
-22.0007295,-47.9310614,870373,561.0,27.3,92116.0,811.05,0,33.0,25.0,2015-07-28 15:23:28
-22.0007293,-47.9310607,870400,561.0,27.3,92116.0,811.05,0,33.0,25.0,2015-07-28 15:23:28
-22.0007293,-47.9310602,870431,561.0,27.3,92116.0,811.05,0,33.0,25.0,2015-07-28 15:23:28
-22.0007293,-47.9310596,870470,564.0,27.3,92116.0,809.61,0,33.0,25.0,2015-07-28 15:23:29
-22.0007294,-47.9310592,870504,564.0,27.3,92116.0,809.61,0,33.0,25.0,2015-07-28 15:23:29
-22.0007295,-47.9310589,870532,564.0,27.3,92116.0,809.61,0,33.0,25.0,2015-07-28 15:23:29
-22.0007297,-47.9310586,870544,564.0,27.3,92116.0,809.61,0,33.0,25.0,2015-07-28 15:23:29
