h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.25929861849096697,0.21094580233793844,0.15674814027630174,0.18119022316684374,0.1732199787460149,0.18225292242295424,0.17162592986184907,0.2215727948990436,0.3358129649309245,0.2577045696068013,0.22422954303931997,0.13177470775770456,0.10680127523910739,0.17587672688629127,0.21625929861849094,0.19075451647183841,0.20669500531349627,0.2391073326248671,0.2927736450584485,0.24176408076514344,0.2114771519659936,0.2343251859723698,0.2656748140276301,0.26886291179596183
0.24388947927736446,0.20775770456960677,0.18012752391073325,0.1732199787460149,0.16471838469713077,0.20456960680127528,0.19394261424017012,0.2104144527098831,0.41339001062699254,0.25132837407013814,0.1859723698193411,0.17268862911795957,0.0626992561105207,0.20882040382571726,0.20244420828905427,0.17428267800212544,0.19447396386822527,0.21732199787460144,0.2699256110520723,0.2518597236981935,0.19341126461211477,0.23804463336875661,0.2863974495217853,0.2885228480340063
0.26939426142401696,0.1981934112646121,0.18331562167906476,0.18916046758767277,0.1663124335812964,0.1806588735387886,0.21891604675876727,0.2290116896918173,0.3698193411264612,0.2800212539851221,0.1519659936238044,0.12061636556854405,0.2502656748140276,0.19447396386822527,0.19287991498405943,0.19553666312433576,0.20244420828905427,0.20563230605738578,0.265143464399575,0.28108395324123264,0.21200850159404894,0.2444208289054198,0.2948990435706695,0.2906482465462275
0.2433581296493093,0.2082890541976621,0.17693942614240177,0.16684378320935175,0.17215727948990442,0.21625929861849094,0.2279489904357066,0.20988310308182775,0.31880977683315614,0.30127523910733267,0.1312433581296494,0.16896918172157274,0.1397449521785334,0.19766206163655695,0.18119022316684374,0.1971307120085016,0.24601487778958545,0.2412327311370881,0.2763018065887353,0.27258235919234847,0.20031880977683308,0.25132837407013814,0.29436769394261414,0.2933049946865036
0.2093517534537726,0.19659936238044626,0.21891604675876727,0.1519659936238044,0.1663124335812964,0.19978746014877793,0.25079702444208296,0.2104144527098831,0.2964930924548353,0.25611052072263546,0.1785334750265674,0.1365568544102019,0.11955366631243355,0.18278427205100958,0.1795961742826779,0.15887353878852292,0.19234856535600425,0.2614240170031881,0.27258235919234847,0.27789585547290113,0.1838469713071201,0.2523910733262486,0.2608926673751328,0.28267800212539845
0.19287991498405943,0.19287991498405943,0.1960680127523911,0.15727948990435708,0.1609989373007439,0.18650371944739644,0.23751328374070146,0.2258235919234856,0.29117959617428263,0.21785334750265678,0.18012752391073325,0.20563230605738578,0.1046758767268864,0.20775770456960677,0.16365568544102024,0.2082890541976621,0.16153028692879906,0.2502656748140276,0.26408076514346446,0.2656748140276301,0.283740701381509,0.23698193411264612,0.2683315621679065,0.28055260361317746
0.1631243358129649,0.18650371944739644,0.18119022316684374,0.20191285866099892,0.16684378320935175,0.16153028692879906,0.21785334750265678,0.2747077577045696,0.37088204038257166,0.2555791710945803,0.24760892667375128,0.11424017003188107,0.0451647183846972,0.18544102019128594,0.19287991498405943,0.20031880977683308,0.18862911795961743,0.2114771519659936,0.27577045696068014,0.27151965993623794,0.2927736450584485,0.23485653560042513,0.33846971307120083,0.2741764080765143
0.1663124335812964,0.16365568544102024,0.1695005313496281,0.20722635494155162,0.1817215727948991,0.17056323060573858,0.19872476089266744,0.26408076514346446,0.3071200850159405,0.23857598299681196,0.1960680127523911,0.12911795961742822,0.06907545164718387,0.2157279489904358,0.17268862911795957,0.20882040382571726,0.1684378320935176,0.21785334750265678,0.26726886291179597,0.2704569606801275,0.2577045696068013,0.2534537725823591,0.298087141339001,0.3018065887353878
0.19128586609989376,0.17109458023379392,0.1609989373007439,0.1795961742826779,0.18331562167906476,0.18437832093517545,0.20297555791710944,0.24707757704569613,0.3219978746014878,0.2412327311370881,0.21891604675876727,0.20403825717321994,0.1057385759829969,0.20616365568544093,0.2279489904357066,0.17162592986184907,0.16365568544102024,0.23804463336875661,0.27789585547290113,0.25504782146652494,0.2752391073326248,0.3150903294367693,0.27364505844845916,0.279489904357067
0.1732199787460149,0.18544102019128594,0.16790648246546225,0.20244420828905427,0.21891604675876727,0.17056323060573858,0.19872476089266744,0.3140276301806588,0.35759829968119017,0.22954303931987244,0.1498405951115834,0.3108395324123273,0.11317747077577038,0.20031880977683308,0.15674814027630174,0.21997874601487777,0.18012752391073325,0.2157279489904358,0.3071200850159405,0.23273113708820395,0.2146652497343251,0.283740701381509,0.28692879914984065,0.2598299681190223
