h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.1333687566418704,0.1551540913921361,0.15356004250797026,0.19553666312433576,0.14187035069075457,0.1971307120085016,0.15674814027630174,0.21732199787460144,0.26726886291179597,0.21944739638682242,0.2332624867162593,0.12433581296493089,0.10998937300743888,0.08979808714133905,0.027098831030818355,0.15940488841657807,0.19075451647183841,0.14718384697130707,0.10733262486716255,0.11849096705632306,0.1078639744952179,0.1498405951115834,0.2093517534537726,0.24867162592986178
0.17162592986184907,0.15940488841657807,0.1551540913921361,0.18809776833156208,0.14505844845908608,0.20456960680127528,0.1551540913921361,0.22741764080765145,0.26726886291179597,0.257173219978746,0.18756641870350693,0.09458023379383639,0.16365568544102024,0.09670563230605739,0.15409139213602557,0.1684378320935176,0.20031880977683308,0.14080765143464408,0.10414452709883106,0.09776833156216788,0.12699256110520724,0.19978746014877793,0.2545164718384696,0.22369819341126462
0.15356004250797026,0.17109458023379392,0.1439957492029756,0.17906482465462276,0.11370882040382572,0.1609989373007439,0.16365568544102024,0.24070138150903295,0.30605738575983,0.26939426142401696,0.15674814027630174,0.08076514346439953,0.12752391073326258,0.04622741764080769,0.1609989373007439,0.17162592986184907,0.1620616365568544,0.12911795961742822,0.10733262486716255,0.10042507970244421,0.12114771519659939,0.24760892667375128,0.25823591923485645,0.24070138150903295
0.1732199787460149,0.1609989373007439,0.12911795961742822,0.19234856535600425,0.1333687566418704,0.2268862911795961,0.14558979808714143,0.2146652497343251,0.265143464399575,0.2885228480340063,0.17534537725823593,0.10361317747077571,0.12752391073326258,0.07438894792773655,0.1981934112646121,0.15249734325185973,0.1859723698193411,0.1498405951115834,0.08820403825717321,0.1046758767268864,0.1253985122210414,0.18650371944739644,0.24601487778958545,0.22210414452709876
0.18278427205100958,0.1562167906482466,0.13815090329436774,0.19022316684378326,0.1445270988310309,0.17693942614240177,0.1333687566418704,0.22369819341126462,0.2555791710945803,0.25611052072263546,0.13496280552603607,0.08076514346439953,0.11742826780021257,0.06854410201912853,0.1981934112646121,0.15568544102019125,0.17800212539851226,0.15674814027630174,0.11370882040382572,0.1200850159404889,0.15462274176408075,0.2290116896918173,0.2454835281615303,0.22635494155154096
0.1684378320935176,0.18012752391073325,0.1477151965993624,0.17215727948990442,0.15781083953241243,0.16896918172157274,0.14080765143464408,0.2433581296493093,0.2619553666312433,0.2534537725823591,0.1376195536663124,0.06748140276301803,0.11370882040382572,0.06588735387885238,0.1971307120085016,0.1439957492029756,0.1737513283740701,0.1838469713071201,0.07066950053134971,0.11955366631243355,0.15887353878852292,0.20563230605738578,0.24176408076514344,0.21625929861849094
0.16524973432518592,0.15781083953241243,0.1509032943676939,0.17534537725823593,0.14718384697130707,0.15727948990435708,0.1817215727948991,0.24176408076514344,0.25132837407013814,0.2104144527098831,0.13443145589798092,0.11264612114771523,0.1190223166843784,0.10042507970244421,0.1950053134962806,0.1609989373007439,0.19128586609989376,0.14293304994686507,0.1386822529224229,0.1200850159404889,0.12964930924548357,0.2082890541976621,0.23219978746014877,0.20244420828905427
0.15940488841657807,0.15568544102019125,0.17481402763018059,0.18437832093517545,0.18119022316684374,0.16365568544102024,0.17056323060573858,0.24867162592986178,0.28480340063761944,0.24601487778958545,0.14505844845908608,0.10095642933049956,0.13708820403825725,0.10361317747077571,0.1849096705632306,0.1684378320935176,0.1631243358129649,0.18012752391073325,0.11317747077577038,0.11795961742826791,0.12433581296493089,0.1695005313496281,0.2401700318809776,0.20297555791710944
0.19766206163655695,0.1609989373007439,0.15781083953241243,0.18916046758767277,0.17056323060573858,0.15249734325185973,0.16418703506907542,0.24707757704569613,0.31243358129649296,0.2731137088204038,0.1253985122210414,0.14187035069075457,0.08289054197662073,0.09458023379383639,0.1960680127523911,0.16365568544102024,0.19659936238044626,0.19341126461211477,0.08554729011689687,0.11795961742826791,0.1253985122210414,0.20138150903294358,0.2433581296493093,0.20722635494155162
0.17215727948990442,0.15834218916046758,0.1519659936238044,0.1663124335812964,0.20085015940488843,0.12911795961742822,0.1562167906482466,0.2731137088204038,0.3257173219978745,0.25398512221041447,0.12805526036131773,0.0738575982996812,0.1354941551540914,0.07810839532412339,0.19234856535600425,0.1562167906482466,0.17109458023379392,0.17056323060573858,0.09511158342189154,0.10733262486716255,0.10892667375132839,0.21200850159404894,0.22635494155154096,0.22422954303931997
