,co,umidade,temperatura,data,conormal
3453,22.42,41.78,27.84,2015-12-04 00:00:32,0.23751328374070146
3454,22.84,41.78,27.84,2015-12-04 00:03:02,0.2598299681190223
3455,22.46,41.78,27.84,2015-12-04 00:05:32,0.23963868225292245
3456,22.03,41.79,27.84,2015-12-04 00:08:02,0.21679064824654629
3457,22.49,41.79,27.84,2015-12-04 00:10:32,0.2412327311370881
3458,22.1,41.79,27.84,2015-12-04 00:13:02,0.2205100956429331
3459,21.75,41.79,27.84,2015-12-04 00:15:32,0.20191285866099892
3460,22.27,41.79,27.84,2015-12-04 00:18:02,0.22954303931987244
3461,21.84,41.79,27.84,2015-12-04 00:20:32,0.20669500531349627
3462,21.97,41.79,27.84,2015-12-04 00:23:02,0.2136025504782146
3463,21.54,41.79,27.84,2015-12-04 00:25:32,0.19075451647183841
3464,21.66,41.79,27.84,2015-12-04 00:28:02,0.1971307120085016
3465,21.6,41.79,27.84,2015-12-04 00:30:32,0.19394261424017012
3466,21.72,41.79,27.84,2015-12-04 00:33:03,0.20031880977683308
3467,21.89,41.79,27.84,2015-12-04 00:35:33,0.2093517534537726
3468,21.99,41.79,27.84,2015-12-04 00:38:03,0.2146652497343251
3469,21.78,41.79,27.84,2015-12-04 00:40:33,0.20350690754516476
3470,22.13,41.8,27.84,2015-12-04 00:43:03,0.22210414452709876
3471,22.25,41.8,27.84,2015-12-04 00:45:33,0.22848034006376194
3472,22.28,41.82,27.84,2015-12-04 00:48:03,0.23007438894792778
3473,22.04,41.84,27.84,2015-12-04 00:50:33,0.21732199787460144
3474,22.44,42.33,27.84,2015-12-04 00:53:03,0.23857598299681196
3475,21.83,42.57,27.84,2015-12-04 00:55:33,0.20616365568544093
3476,22.48,42.77,27.84,2015-12-04 00:58:03,0.24070138150903295
3477,21.9,42.77,27.84,2015-12-04 01:00:33,0.20988310308182775
3478,22.24,42.77,27.84,2015-12-04 01:03:04,0.2279489904357066
3479,22.68,42.77,27.84,2015-12-04 01:05:34,0.25132837407013814
3480,22.71,42.78,27.84,2015-12-04 01:08:04,0.25292242295430395
3481,22.03,42.78,27.84,2015-12-04 01:10:34,0.21679064824654629
3482,22.23,42.79,27.84,2015-12-04 01:13:04,0.22741764080765145
3483,21.95,42.79,27.84,2015-12-04 01:15:34,0.21253985122210411
3484,21.75,42.8,27.84,2015-12-04 01:18:04,0.20191285866099892
3485,21.71,42.8,27.84,2015-12-04 01:20:34,0.19978746014877793
3486,21.35,42.81,27.84,2015-12-04 01:23:04,0.1806588735387886
3487,21.62,42.8,27.84,2015-12-04 01:25:34,0.1950053134962806
3488,21.91,42.81,27.84,2015-12-04 01:28:04,0.2104144527098831
3489,22.08,42.83,27.84,2015-12-04 01:30:35,0.21944739638682242
3490,21.91,43.75,27.84,2015-12-04 01:33:05,0.2104144527098831
3491,21.71,43.76,27.84,2015-12-04 01:35:35,0.19978746014877793
3492,22.0,43.75,27.84,2015-12-04 01:38:05,0.21519659936238045
3493,22.23,43.75,27.84,2015-12-04 01:40:35,0.22741764080765145
3494,22.42,43.76,27.84,2015-12-04 01:43:05,0.23751328374070146
3495,22.64,43.77,27.84,2015-12-04 01:45:35,0.24920297555791712
3496,22.64,43.77,27.84,2015-12-04 01:48:05,0.24920297555791712
3497,21.95,43.77,27.84,2015-12-04 01:50:35,0.21253985122210411
3498,22.1,43.77,27.84,2015-12-04 01:53:05,0.2205100956429331
3499,22.51,43.77,27.84,2015-12-04 01:55:35,0.24229543039319879
3500,21.94,43.77,27.84,2015-12-04 01:58:05,0.21200850159404894
