,co,umidade,temperatura,data,conormal
10363,21.31,40.79,27.84,2015-12-16 00:01:36,0.1785334750265674
10364,21.03,40.79,27.84,2015-12-16 00:04:06,0.16365568544102024
10365,21.09,40.79,27.84,2015-12-16 00:06:37,0.16684378320935175
10366,20.96,40.79,27.84,2015-12-16 00:09:07,0.15993623804463342
10367,21.36,40.79,27.84,2015-12-16 00:11:37,0.18119022316684374
10368,21.96,40.79,27.84,2015-12-16 00:14:07,0.21307120085015943
10369,23.08,40.8,27.84,2015-12-16 00:16:37,0.27258235919234847
10370,22.55,40.82,27.84,2015-12-16 00:19:07,0.2444208289054198
10371,22.31,40.84,27.84,2015-12-16 00:21:37,0.23166843783209343
10372,22.05,41.69,27.84,2015-12-16 00:24:07,0.21785334750265678
10373,21.9,41.76,27.84,2015-12-16 00:26:37,0.20988310308182775
10374,22.01,41.77,27.84,2015-12-16 00:29:07,0.2157279489904358
10375,22.14,41.78,27.84,2015-12-16 00:31:37,0.2226354941551541
10376,21.95,41.79,27.84,2015-12-16 00:34:07,0.21253985122210411
10377,21.69,41.79,27.84,2015-12-16 00:36:37,0.19872476089266744
10378,21.68,41.79,27.84,2015-12-16 00:39:08,0.1981934112646121
10379,21.91,41.79,27.84,2015-12-16 00:41:38,0.2104144527098831
10380,21.56,41.8,27.84,2015-12-16 00:44:08,0.1918172157279489
10381,21.09,41.82,27.84,2015-12-16 00:46:38,0.16684378320935175
10382,21.06,41.82,27.84,2015-12-16 00:49:08,0.16524973432518592
10383,21.99,41.82,27.84,2015-12-16 00:51:38,0.2146652497343251
10384,21.62,41.84,27.84,2015-12-16 00:54:08,0.1950053134962806
10385,21.66,42.72,27.84,2015-12-16 00:56:38,0.1971307120085016
10386,21.81,42.77,27.84,2015-12-16 00:59:08,0.20510095642933043
10387,22.03,42.77,27.84,2015-12-16 01:01:38,0.21679064824654629
10388,21.64,42.77,27.84,2015-12-16 01:04:08,0.1960680127523911
10389,21.72,42.78,27.84,2015-12-16 01:06:38,0.20031880977683308
10390,21.71,42.8,27.84,2015-12-16 01:09:09,0.19978746014877793
10391,21.23,42.85,27.84,2015-12-16 01:11:39,0.17428267800212544
10392,21.2,43.08,27.84,2015-12-16 01:14:09,0.17268862911795957
10393,21.1,43.75,27.84,2015-12-16 01:16:39,0.1673751328374071
10394,20.86,43.76,27.84,2015-12-16 01:19:09,0.15462274176408075
10395,20.83,43.76,27.84,2015-12-16 01:21:39,0.1530286928799149
10396,21.49,43.76,27.84,2015-12-16 01:24:09,0.18809776833156208
10397,20.88,43.76,27.84,2015-12-16 01:26:39,0.15568544102019125
10398,20.59,43.76,27.84,2015-12-16 01:29:09,0.14027630180658873
10399,20.42,43.76,27.84,2015-12-16 01:31:39,0.1312433581296494
10400,20.57,43.76,27.84,2015-12-16 01:34:09,0.13921360255047824
10401,20.65,43.76,27.84,2015-12-16 01:36:39,0.14346439957492024
10402,20.72,43.76,27.84,2015-12-16 01:39:09,0.14718384697130707
10403,20.91,43.77,27.84,2015-12-16 01:41:39,0.15727948990435708
10404,20.91,43.77,27.84,2015-12-16 01:44:10,0.15727948990435708
10405,20.76,43.77,27.84,2015-12-16 01:46:40,0.14930924548352825
10406,20.61,43.77,27.84,2015-12-16 01:49:10,0.14133900106269923
10407,20.57,43.78,27.84,2015-12-16 01:51:40,0.13921360255047824
10408,20.69,43.8,27.84,2015-12-16 01:54:10,0.14558979808714143
10409,20.63,43.82,27.84,2015-12-16 01:56:40,0.14240170031880972
10410,21.02,43.82,27.84,2015-12-16 01:59:10,0.1631243358129649
10411,20.94,44.73,27.84,2015-12-16 02:01:40,0.15887353878852292
10412,20.94,44.75,27.65,2015-12-16 02:04:10,0.15887353878852292
10413,21.05,44.76,27.84,2015-12-16 02:06:40,0.16471838469713077
10414,21.03,44.76,27.73,2015-12-16 02:09:10,0.16365568544102024
10415,21.16,44.77,27.77,2015-12-16 02:11:40,0.17056323060573858
10416,20.97,44.77,27.68,2015-12-16 02:14:10,0.16046758767268857
10417,20.92,44.78,27.84,2015-12-16 02:16:41,0.15781083953241243
10418,20.94,44.78,27.72,2015-12-16 02:19:11,0.15887353878852292
10419,20.8,44.85,27.77,2015-12-16 02:21:41,0.15143464399574924
10420,20.65,45.09,27.8,2015-12-16 02:24:11,0.14346439957492024
10421,20.79,45.47,27.83,2015-12-16 02:26:41,0.1509032943676939
10422,21.24,45.75,27.28,2015-12-16 02:29:11,0.17481402763018059
10423,21.08,45.76,27.27,2015-12-16 02:31:41,0.1663124335812964
10424,20.9,45.77,27.61,2015-12-16 02:34:11,0.15674814027630174
10425,21.2,45.78,27.68,2015-12-16 02:36:41,0.17268862911795957
10426,21.25,45.79,27.37,2015-12-16 02:39:11,0.17534537725823593
10427,21.4,45.97,26.86,2015-12-16 02:41:41,0.18331562167906476
10428,21.03,46.76,27.31,2015-12-16 02:44:12,0.16365568544102024
10429,21.14,46.76,27.35,2015-12-16 02:46:42,0.1695005313496281
10430,20.99,46.76,27.06,2015-12-16 02:49:12,0.16153028692879906
10431,20.8,46.77,26.89,2015-12-16 02:51:42,0.15143464399574924
10432,21.05,46.77,26.86,2015-12-16 02:54:12,0.16471838469713077
10433,20.76,46.81,27.05,2015-12-16 02:56:42,0.14930924548352825
10434,20.57,46.94,27.61,2015-12-16 02:59:12,0.13921360255047824
10435,20.91,46.88,27.24,2015-12-16 03:01:42,0.15727948990435708
10436,20.81,47.73,27.35,2015-12-16 03:04:12,0.1519659936238044
10437,20.54,47.58,26.86,2015-12-16 03:06:42,0.1376195536663124
10438,20.58,47.76,27.58,2015-12-16 03:09:12,0.1397449521785334
10439,20.68,47.76,27.05,2015-12-16 03:11:43,0.14505844845908608
10440,20.59,47.76,26.86,2015-12-16 03:14:13,0.14027630180658873
10441,20.79,47.77,27.03,2015-12-16 03:16:43,0.1509032943676939
10442,20.65,47.8,27.28,2015-12-16 03:19:13,0.14346439957492024
10443,20.77,47.82,26.85,2015-12-16 03:21:43,0.1498405951115834
10444,20.73,48.61,27.08,2015-12-16 03:24:13,0.1477151965993624
10445,20.87,48.77,27.58,2015-12-16 03:26:43,0.1551540913921361
10446,20.79,48.77,27.47,2015-12-16 03:29:13,0.1509032943676939
10447,20.71,48.47,26.87,2015-12-16 03:31:43,0.14665249734325192
10448,20.65,48.77,27.4,2015-12-16 03:34:13,0.14346439957492024
10449,20.13,48.79,27.38,2015-12-16 03:36:43,0.11583421891604671
10450,20.34,48.78,26.85,2015-12-16 03:39:13,0.12699256110520724
10451,20.83,48.83,26.98,2015-12-16 03:41:44,0.1530286928799149
