,co,umidade,temperatura,data,conormal
8061,20.46,39.42,27.84,2015-12-12 00:01:34,0.1333687566418704
8062,21.18,39.15,27.84,2015-12-12 00:04:04,0.17162592986184907
8063,20.84,39.24,27.84,2015-12-12 00:06:35,0.15356004250797026
8064,21.21,39.16,27.84,2015-12-12 00:09:05,0.1732199787460149
8065,21.39,39.53,27.84,2015-12-12 00:11:35,0.18278427205100958
8066,21.12,39.76,27.84,2015-12-12 00:14:05,0.1684378320935176
8067,21.06,39.79,27.84,2015-12-12 00:16:35,0.16524973432518592
8068,20.95,39.79,27.84,2015-12-12 00:19:05,0.15940488841657807
8069,21.67,39.8,27.84,2015-12-12 00:21:35,0.19766206163655695
8070,21.19,39.82,27.8,2015-12-12 00:24:05,0.17215727948990442
8071,20.98,39.86,27.75,2015-12-12 00:26:35,0.1609989373007439
8072,20.64,40.17,27.84,2015-12-12 00:29:05,0.14293304994686507
8073,20.79,40.51,27.79,2015-12-12 00:31:35,0.1509032943676939
8074,20.88,40.77,27.66,2015-12-12 00:34:05,0.15568544102019125
8075,21.88,40.78,27.66,2015-12-12 00:36:35,0.20882040382571726
8076,21.57,40.79,27.61,2015-12-12 00:39:05,0.19234856535600425
8077,21.53,40.79,27.61,2015-12-12 00:41:35,0.19022316684378326
8078,21.68,40.79,27.47,2015-12-12 00:44:06,0.1981934112646121
8079,21.16,40.8,27.53,2015-12-12 00:46:36,0.17056323060573858
8080,21.06,40.8,27.66,2015-12-12 00:49:06,0.16524973432518592
8081,21.35,40.8,27.6,2015-12-12 00:51:36,0.1806588735387886
8082,20.97,40.81,27.42,2015-12-12 00:54:06,0.16046758767268857
8083,21.21,40.82,27.45,2015-12-12 00:56:36,0.1732199787460149
8084,21.09,40.83,27.55,2015-12-12 00:59:06,0.16684378320935175
8085,20.87,40.84,27.48,2015-12-12 01:01:36,0.1551540913921361
8086,20.95,40.86,27.14,2015-12-12 01:04:06,0.15940488841657807
8087,21.17,41.16,27.27,2015-12-12 01:06:36,0.17109458023379392
8088,20.98,41.74,27.1,2015-12-12 01:09:06,0.1609989373007439
