,co,umidade,temperatura,data,conormal
576,22.83,41.79,27.84,2015-11-29 00:02:28,0.25929861849096697
577,23.02,41.79,27.84,2015-11-29 00:04:59,0.26939426142401696
578,22.83,41.79,27.84,2015-11-29 00:07:29,0.25929861849096697
579,22.96,41.79,27.84,2015-11-29 00:09:59,0.26620616365568545
580,22.57,41.8,27.84,2015-11-29 00:12:29,0.2454835281615303
581,22.46,41.8,27.84,2015-11-29 00:14:59,0.23963868225292245
582,22.31,41.83,27.84,2015-11-29 00:17:29,0.23166843783209343
583,22.69,41.83,27.84,2015-11-29 00:19:59,0.2518597236981935
584,22.97,42.0,27.84,2015-11-29 00:22:29,0.2667375132837406
585,22.91,42.77,27.84,2015-11-29 00:24:59,0.2635494155154091
586,22.54,42.77,27.84,2015-11-29 00:27:29,0.24388947927736446
587,22.57,42.77,27.84,2015-11-29 00:29:59,0.2454835281615303
588,22.03,42.78,27.84,2015-11-29 00:32:29,0.21679064824654629
589,22.62,42.78,27.84,2015-11-29 00:35:00,0.24814027630180663
590,22.93,42.79,27.84,2015-11-29 00:37:30,0.26461211477151964
591,22.9,42.82,27.84,2015-11-29 00:40:00,0.26301806588735377
592,22.45,42.87,27.84,2015-11-29 00:42:30,0.2391073326248671
593,22.62,43.74,27.84,2015-11-29 00:45:00,0.24814027630180663
594,23.49,43.77,27.84,2015-11-29 00:47:30,0.29436769394261414
595,22.74,43.77,27.84,2015-11-29 00:50:00,0.2545164718384696
596,22.4,43.77,27.84,2015-11-29 00:52:30,0.23645058448459078
597,22.21,43.77,27.84,2015-11-29 00:55:00,0.22635494155154096
598,22.2,43.77,27.84,2015-11-29 00:57:30,0.2258235919234856
599,22.36,43.77,27.84,2015-11-29 01:00:00,0.2343251859723698
600,22.75,43.77,27.84,2015-11-29 01:02:30,0.25504782146652494
601,22.82,43.8,27.84,2015-11-29 01:05:00,0.2587672688629118
602,22.47,43.79,27.84,2015-11-29 01:07:30,0.2401700318809776
603,25.17,43.8,27.84,2015-11-29 01:10:01,0.38363443145589804
604,23.19,44.74,27.84,2015-11-29 01:12:31,0.2784272051009565
605,22.77,44.75,27.84,2015-11-29 01:15:01,0.25611052072263546
606,23.03,44.76,27.82,2015-11-29 01:17:31,0.2699256110520723
607,22.56,44.76,27.8,2015-11-29 01:20:01,0.24495217853347495
608,22.99,44.76,27.73,2015-11-29 01:22:31,0.26780021253985115
609,22.92,44.78,27.64,2015-11-29 01:25:01,0.26408076514346446
610,23.24,45.75,27.43,2015-11-29 01:27:31,0.28108395324123264
611,23.11,45.76,27.5,2015-11-29 01:30:01,0.2741764080765143
612,22.97,45.76,27.47,2015-11-29 01:32:31,0.2667375132837406
613,22.87,45.77,27.51,2015-11-29 01:35:01,0.2614240170031881
614,23.03,45.77,27.42,2015-11-29 01:37:31,0.2699256110520723
615,22.14,45.78,27.43,2015-11-29 01:40:02,0.2226354941551541
616,22.27,45.8,27.47,2015-11-29 01:42:32,0.22954303931987244
617,22.71,45.84,27.38,2015-11-29 01:45:02,0.25292242295430395
618,23.06,45.99,27.26,2015-11-29 01:47:32,0.27151965993623794
619,22.61,46.43,27.45,2015-11-29 01:50:02,0.24760892667375128
620,22.68,46.76,26.98,2015-11-29 01:52:32,0.25132837407013814
621,22.65,46.77,27.11,2015-11-29 01:55:02,0.24973432518597227
622,22.34,46.77,27.12,2015-11-29 01:57:32,0.2332624867162593
623,22.57,46.77,26.91,2015-11-29 02:00:02,0.2454835281615303
624,22.16,46.79,26.85,2015-11-29 02:02:32,0.22369819341126462
625,22.68,46.82,26.85,2015-11-29 02:05:02,0.25132837407013814
626,22.49,47.1,26.95,2015-11-29 02:07:33,0.2412327311370881
627,22.62,47.15,26.86,2015-11-29 02:10:03,0.24814027630180663
628,21.99,47.49,26.97,2015-11-29 02:12:33,0.2146652497343251
629,21.93,47.62,27.08,2015-11-29 02:15:03,0.2114771519659936
630,22.14,47.77,26.88,2015-11-29 02:17:33,0.2226354941551541
631,22.39,47.77,26.85,2015-11-29 02:20:03,0.23591923485653563
632,22.11,47.79,26.85,2015-11-29 02:22:33,0.22104144527098826
633,22.08,47.79,26.85,2015-11-29 02:25:03,0.21944739638682242
634,22.53,47.81,26.85,2015-11-29 02:27:33,0.2433581296493093
635,21.94,47.9,27.38,2015-11-29 02:30:03,0.21200850159404894
636,21.91,47.81,26.91,2015-11-29 02:32:33,0.2104144527098831
637,22.09,47.83,26.85,2015-11-29 02:35:03,0.21997874601487777
638,21.57,48.09,26.9,2015-11-29 02:37:34,0.19234856535600425
639,22.09,48.62,26.86,2015-11-29 02:40:04,0.21997874601487777
640,21.42,48.79,26.85,2015-11-29 02:42:34,0.18437832093517545
641,21.58,48.8,26.85,2015-11-29 02:45:04,0.19287991498405943
642,21.63,48.82,26.87,2015-11-29 02:47:34,0.19553666312433576
643,20.99,48.68,27.69,2015-11-29 02:50:04,0.16153028692879906
644,21.17,47.88,27.78,2015-11-29 02:52:34,0.17109458023379392
645,21.61,47.83,26.86,2015-11-29 02:55:04,0.19447396386822527
646,21.88,48.77,26.85,2015-11-29 02:57:34,0.20882040382571726
647,22.2,49.75,26.85,2015-11-29 03:00:04,0.2258235919234856
648,21.66,49.69,26.88,2015-11-29 03:02:34,0.1971307120085016
649,22.21,48.97,26.86,2015-11-29 03:05:04,0.22635494155154096
650,23.47,49.01,26.85,2015-11-29 03:07:35,0.2933049946865036
651,23.35,50.57,26.83,2015-11-29 03:10:05,0.28692879914984065
652,22.86,49.88,26.85,2015-11-29 03:12:35,0.2608926673751328
653,23.14,50.82,26.77,2015-11-29 03:15:05,0.27577045696068014
654,23.42,50.87,26.82,2015-11-29 03:17:35,0.2906482465462275
655,23.46,51.8,26.78,2015-11-29 03:20:05,0.2927736450584485
656,23.92,52.02,26.6,2015-11-29 03:22:35,0.3172157279489905
657,23.16,52.08,26.83,2015-11-29 03:25:05,0.2768331562167906
658,22.99,52.77,26.77,2015-11-29 03:27:35,0.26780021253985115
659,23.33,52.82,26.75,2015-11-29 03:30:05,0.28586609989372996
660,22.66,52.86,26.71,2015-11-29 03:32:35,0.2502656748140276
661,22.73,52.79,26.79,2015-11-29 03:35:06,0.25398512221041447
662,22.79,52.73,26.85,2015-11-29 03:37:36,0.257173219978746
663,22.77,52.73,26.85,2015-11-29 03:40:06,0.25611052072263546
664,22.96,53.4,26.22,2015-11-29 03:42:36,0.26620616365568545
665,23.63,54.68,25.86,2015-11-29 03:45:06,0.3018065887353878
666,23.09,54.38,26.18,2015-11-29 03:47:36,0.2731137088204038
667,22.57,54.23,26.34,2015-11-29 03:50:06,0.2454835281615303
668,22.62,54.14,26.42,2015-11-29 03:52:36,0.24814027630180663
669,22.93,53.99,26.58,2015-11-29 03:55:06,0.26461211477151964
670,22.12,53.72,26.85,2015-11-29 03:57:36,0.2215727948990436
671,22.12,53.71,26.85,2015-11-29 04:00:06,0.2215727948990436
672,21.94,53.71,26.85,2015-11-29 04:02:37,0.21200850159404894
673,22.02,52.91,26.85,2015-11-29 04:05:07,0.21625929861849094
674,22.2,52.77,26.85,2015-11-29 04:07:37,0.2258235919234856
675,22.4,52.79,26.85,2015-11-29 04:10:07,0.23645058448459078
676,22.21,52.75,26.85,2015-11-29 04:12:37,0.22635494155154096
677,21.9,52.73,26.85,2015-11-29 04:15:07,0.20988310308182775
678,22.01,52.73,26.85,2015-11-29 04:17:37,0.2157279489904358
679,22.03,52.76,26.83,2015-11-29 04:20:07,0.21679064824654629
680,21.69,52.92,26.69,2015-11-29 04:22:37,0.19872476089266744
681,21.26,52.8,26.85,2015-11-29 04:25:07,0.17587672688629127
682,21.35,53.1,26.67,2015-11-29 04:27:37,0.1806588735387886
683,20.97,53.97,26.53,2015-11-29 04:30:07,0.16046758767268857
684,21.35,53.98,26.57,2015-11-29 04:32:38,0.1806588735387886
685,20.87,53.86,26.71,2015-11-29 04:35:08,0.1551540913921361
686,20.91,53.94,26.62,2015-11-29 04:37:38,0.15727948990435708
687,21.28,54.06,26.49,2015-11-29 04:40:08,0.17693942614240177
688,21.69,54.09,26.47,2015-11-29 04:42:38,0.19872476089266744
689,21.77,54.4,26.16,2015-11-29 04:45:08,0.20297555791710944
690,21.49,54.38,26.19,2015-11-29 04:47:38,0.18809776833156208
691,21.77,54.72,25.86,2015-11-29 04:50:08,0.20297555791710944
692,22.08,55.55,25.86,2015-11-29 04:52:38,0.21944739638682242
693,21.84,55.67,25.88,2015-11-29 04:55:08,0.20669500531349627
694,21.82,55.69,25.86,2015-11-29 04:57:38,0.20563230605738578
695,21.86,55.69,25.86,2015-11-29 05:00:08,0.20775770456960677
696,21.9,55.69,25.86,2015-11-29 05:02:39,0.20988310308182775
697,21.65,55.71,25.86,2015-11-29 05:05:09,0.19659936238044626
698,21.32,55.72,25.86,2015-11-29 05:07:39,0.17906482465462276
699,21.17,55.72,25.86,2015-11-29 05:10:09,0.17109458023379392
700,21.02,55.74,25.86,2015-11-29 05:12:39,0.1631243358129649
701,20.59,55.78,25.86,2015-11-29 05:15:09,0.14027630180658873
702,20.53,55.24,26.37,2015-11-29 05:17:39,0.13708820403825725
703,20.73,55.57,26.01,2015-11-29 05:20:09,0.1477151965993624
704,20.9,55.72,25.86,2015-11-29 05:22:39,0.15674814027630174
705,20.87,55.76,25.86,2015-11-29 05:25:09,0.1551540913921361
706,20.91,56.68,25.86,2015-11-29 05:27:39,0.15727948990435708
707,21.47,56.66,25.86,2015-11-29 05:30:09,0.1870350690754516
708,21.35,56.68,25.86,2015-11-29 05:32:40,0.1806588735387886
709,21.23,56.68,25.86,2015-11-29 05:35:10,0.17428267800212544
710,21.19,56.48,26.06,2015-11-29 05:37:40,0.17215727948990442
711,21.05,56.54,25.99,2015-11-29 05:40:10,0.16471838469713077
712,21.5,56.46,26.08,2015-11-29 05:42:40,0.18862911795961743
713,22.29,56.28,26.26,2015-11-29 05:45:10,0.23060573857598293
714,22.08,56.46,26.08,2015-11-29 05:47:40,0.21944739638682242
715,21.98,56.68,25.86,2015-11-29 05:50:10,0.21413390010626995
716,22.08,56.65,25.89,2015-11-29 05:52:40,0.21944739638682242
717,22.21,55.95,26.59,2015-11-29 05:55:10,0.22635494155154096
718,22.68,56.56,25.98,2015-11-29 05:57:40,0.25132837407013814
719,22.54,56.47,26.07,2015-11-29 06:00:11,0.24388947927736446
720,22.51,56.68,25.86,2015-11-29 06:02:41,0.24229543039319879
721,22.53,56.68,25.86,2015-11-29 06:05:11,0.2433581296493093
722,22.59,56.69,25.86,2015-11-29 06:07:41,0.2465462274176408
723,23.01,56.69,25.86,2015-11-29 06:10:11,0.26886291179596183
724,23.41,56.71,25.86,2015-11-29 06:12:41,0.29011689691817216
