,co,umidade,temperatura,data,conormal
9787,21.09,40.66,27.97,2015-12-15 00:00:48,0.16684378320935175
9788,21.37,40.67,27.96,2015-12-15 00:03:18,0.1817215727948991
9789,21.05,40.75,27.88,2015-12-15 00:05:48,0.16471838469713077
9790,21.09,40.79,27.85,2015-12-15 00:08:18,0.16684378320935175
9791,21.25,40.8,27.84,2015-12-15 00:10:48,0.17534537725823593
9792,21.04,40.8,27.84,2015-12-15 00:13:18,0.16418703506907542
9793,21.61,40.8,27.84,2015-12-15 00:15:48,0.19447396386822527
9794,21.5,40.8,27.84,2015-12-15 00:18:18,0.18862911795961743
9795,21.02,40.72,27.94,2015-12-15 00:20:49,0.1631243358129649
9796,21.06,40.81,27.85,2015-12-15 00:23:19,0.16524973432518592
9797,21.02,40.82,27.84,2015-12-15 00:25:49,0.1631243358129649
9798,20.95,40.83,27.84,2015-12-15 00:28:19,0.15940488841657807
9799,21.72,40.85,27.84,2015-12-15 00:30:49,0.20031880977683308
9800,21.06,40.89,27.84,2015-12-15 00:33:19,0.16524973432518592
9801,20.65,40.97,27.84,2015-12-15 00:35:49,0.14346439957492024
9802,20.83,41.34,27.84,2015-12-15 00:38:19,0.1530286928799149
9803,21.02,41.72,27.84,2015-12-15 00:40:49,0.1631243358129649
9804,21.03,41.76,27.84,2015-12-15 00:43:19,0.16365568544102024
9805,20.68,41.77,27.84,2015-12-15 00:45:49,0.14505844845908608
9806,21.14,41.77,27.84,2015-12-15 00:48:19,0.1695005313496281
9807,20.97,41.77,27.84,2015-12-15 00:50:49,0.16046758767268857
9808,20.61,41.77,27.84,2015-12-15 00:53:20,0.14133900106269923
9809,20.89,41.78,27.84,2015-12-15 00:55:50,0.1562167906482466
9810,21.36,41.78,27.84,2015-12-15 00:58:20,0.18119022316684374
9811,21.58,41.79,27.84,2015-12-15 01:00:50,0.19287991498405943
9812,21.65,41.81,27.84,2015-12-15 01:03:20,0.19659936238044626
9813,21.0,41.86,27.84,2015-12-15 01:05:50,0.1620616365568544
9814,21.18,41.84,27.84,2015-12-15 01:08:20,0.17162592986184907
9815,21.65,41.86,27.84,2015-12-15 01:10:50,0.19659936238044626
9816,21.71,42.76,27.84,2015-12-15 01:13:20,0.19978746014877793
9817,21.83,42.77,27.84,2015-12-15 01:15:50,0.20616365568544093
9818,21.23,42.77,27.84,2015-12-15 01:18:20,0.17428267800212544
9819,21.78,42.77,27.84,2015-12-15 01:20:50,0.20350690754516476
9820,21.18,42.78,27.84,2015-12-15 01:23:21,0.17162592986184907
9821,20.85,42.78,27.84,2015-12-15 01:25:51,0.15409139213602557
9822,21.39,42.78,27.84,2015-12-15 01:28:21,0.18278427205100958
9823,21.21,42.79,27.84,2015-12-15 01:30:51,0.1732199787460149
9824,21.5,42.8,27.84,2015-12-15 01:33:21,0.18862911795961743
9825,21.1,42.81,27.84,2015-12-15 01:35:51,0.1673751328374071
9826,21.35,42.83,27.84,2015-12-15 01:38:21,0.1806588735387886
9827,21.46,43.33,27.84,2015-12-15 01:40:51,0.18650371944739644
9828,21.53,43.75,27.84,2015-12-15 01:43:21,0.19022316684378326
9829,21.4,43.76,27.84,2015-12-15 01:45:51,0.18331562167906476
9830,21.64,43.76,27.84,2015-12-15 01:48:21,0.1960680127523911
9831,21.71,43.76,27.84,2015-12-15 01:50:51,0.19978746014877793
9832,21.54,43.77,27.84,2015-12-15 01:53:22,0.19075451647183841
9833,21.47,43.78,27.84,2015-12-15 01:55:52,0.1870350690754516
9834,21.76,43.78,27.84,2015-12-15 01:58:22,0.20244420828905427
9835,21.24,43.79,27.84,2015-12-15 02:00:52,0.17481402763018059
9836,21.47,43.8,27.84,2015-12-15 02:03:22,0.1870350690754516
9837,21.87,43.83,27.84,2015-12-15 02:05:52,0.2082890541976621
9838,21.13,44.65,27.84,2015-12-15 02:08:22,0.16896918172157274
9839,21.19,44.7,27.84,2015-12-15 02:10:52,0.17215727948990442
9840,21.25,44.75,27.84,2015-12-15 02:13:22,0.17534537725823593
9841,21.2,44.75,27.84,2015-12-15 02:15:52,0.17268862911795957
9842,21.69,44.76,27.84,2015-12-15 02:18:22,0.19872476089266744
9843,21.45,44.76,27.82,2015-12-15 02:20:52,0.1859723698193411
9844,21.41,44.76,27.69,2015-12-15 02:23:22,0.1838469713071201
9845,21.61,44.78,27.79,2015-12-15 02:25:53,0.19447396386822527
9846,21.57,44.98,27.6,2015-12-15 02:28:23,0.19234856535600425
9847,21.66,45.75,27.55,2015-12-15 02:30:53,0.1971307120085016
9848,21.41,45.76,27.55,2015-12-15 02:33:23,0.1838469713071201
9849,21.66,45.77,27.64,2015-12-15 02:35:53,0.1971307120085016
9850,21.58,45.77,27.59,2015-12-15 02:38:23,0.19287991498405943
9851,21.66,45.8,27.47,2015-12-15 02:40:53,0.1971307120085016
9852,21.45,45.9,27.5,2015-12-15 02:43:23,0.1859723698193411
9853,21.02,46.61,27.73,2015-12-15 02:45:53,0.1631243358129649
9854,21.01,46.75,27.7,2015-12-15 02:48:23,0.16259298618490975
9855,21.14,46.75,27.7,2015-12-15 02:50:53,0.1695005313496281
9856,21.43,46.76,27.51,2015-12-15 02:53:24,0.1849096705632306
