,co,umidade,temperatura,data,conormal
0,22.83,39.8,27.84,2015-11-28 00:01:37,0.25929861849096697
1,22.54,39.82,27.84,2015-11-28 00:04:07,0.24388947927736446
2,23.02,39.83,27.84,2015-11-28 00:06:37,0.26939426142401696
3,22.53,39.84,27.84,2015-11-28 00:09:07,0.2433581296493093
4,21.89,39.92,27.84,2015-11-28 00:11:37,0.2093517534537726
5,21.58,40.42,27.84,2015-11-28 00:14:07,0.19287991498405943
6,21.02,39.93,27.84,2015-11-28 00:16:37,0.1631243358129649
7,21.08,39.82,27.84,2015-11-28 00:19:07,0.1663124335812964
8,21.55,39.81,27.84,2015-11-28 00:21:37,0.19128586609989376
9,21.21,39.82,27.84,2015-11-28 00:24:07,0.1732199787460149
10,21.77,39.82,27.84,2015-11-28 00:26:37,0.20297555791710944
11,21.69,39.87,27.84,2015-11-28 00:29:07,0.19872476089266744
12,22.13,40.55,27.84,2015-11-28 00:31:38,0.22210414452709876
13,21.84,40.6,27.84,2015-11-28 00:34:08,0.20669500531349627
14,21.58,40.78,27.84,2015-11-28 00:36:38,0.19287991498405943
15,21.57,40.79,27.84,2015-11-28 00:39:08,0.19234856535600425
16,21.69,40.79,27.84,2015-11-28 00:41:38,0.19872476089266744
17,21.47,40.79,27.84,2015-11-28 00:44:08,0.1870350690754516
18,21.75,40.79,27.84,2015-11-28 00:46:38,0.20191285866099892
19,21.73,40.8,27.84,2015-11-28 00:49:08,0.20085015940488843
20,21.17,40.81,27.84,2015-11-28 00:51:38,0.17109458023379392
21,20.9,40.81,27.84,2015-11-28 00:54:08,0.15674814027630174
22,21.09,40.81,27.84,2015-11-28 00:56:38,0.16684378320935175
23,21.66,40.8,27.84,2015-11-28 00:59:08,0.1971307120085016
24,21.92,40.81,27.84,2015-11-28 01:01:38,0.21094580233793844
25,21.86,40.83,27.84,2015-11-28 01:04:09,0.20775770456960677
26,21.68,40.87,27.84,2015-11-28 01:06:39,0.1981934112646121
27,21.87,41.46,27.84,2015-11-28 01:09:09,0.2082890541976621
28,21.65,41.77,27.84,2015-11-28 01:11:39,0.19659936238044626
29,21.58,41.78,27.84,2015-11-28 01:14:09,0.19287991498405943
30,21.46,41.78,27.84,2015-11-28 01:16:39,0.18650371944739644
31,21.03,41.78,27.84,2015-11-28 01:19:09,0.16365568544102024
32,21.17,41.78,27.84,2015-11-28 01:21:39,0.17109458023379392
33,21.44,41.78,27.84,2015-11-28 01:24:09,0.18544102019128594
34,22.01,41.79,27.84,2015-11-28 01:26:39,0.2157279489904358
35,21.63,41.79,27.84,2015-11-28 01:29:09,0.19553666312433576
36,21.37,41.79,27.84,2015-11-28 01:31:39,0.1817215727948991
37,21.34,41.79,27.84,2015-11-28 01:34:09,0.18012752391073325
38,21.44,41.79,27.84,2015-11-28 01:36:40,0.18544102019128594
39,21.51,41.79,27.84,2015-11-28 01:39:10,0.18916046758767277
40,21.36,41.79,27.84,2015-11-28 01:41:40,0.18119022316684374
41,20.89,41.79,27.84,2015-11-28 01:44:10,0.1562167906482466
42,20.92,41.79,27.84,2015-11-28 01:46:40,0.15781083953241243
43,21.0,41.79,27.84,2015-11-28 01:49:10,0.1620616365568544
44,21.09,41.79,27.84,2015-11-28 01:51:40,0.16684378320935175
45,21.61,41.79,27.84,2015-11-28 01:54:10,0.19447396386822527
46,21.35,41.82,27.67,2015-11-28 01:56:40,0.1806588735387886
47,20.9,41.88,27.84,2015-11-28 01:59:10,0.15674814027630174
48,20.9,41.87,27.84,2015-11-28 02:01:40,0.15674814027630174
49,21.34,41.85,27.79,2015-11-28 02:04:10,0.18012752391073325
50,21.4,41.97,27.84,2015-11-28 02:06:40,0.18331562167906476
51,21.28,41.93,27.82,2015-11-28 02:09:11,0.17693942614240177
52,22.07,42.76,27.69,2015-11-28 02:11:41,0.21891604675876727
53,21.64,42.76,27.84,2015-11-28 02:14:11,0.1960680127523911
54,21.36,42.71,27.84,2015-11-28 02:16:41,0.18119022316684374
55,21.14,42.74,27.84,2015-11-28 02:19:11,0.1695005313496281
56,20.98,42.7,27.84,2015-11-28 02:21:41,0.1609989373007439
57,21.11,42.76,27.8,2015-11-28 02:24:11,0.16790648246546225
58,20.79,42.77,27.83,2015-11-28 02:26:41,0.1509032943676939
59,20.78,42.77,27.84,2015-11-28 02:29:11,0.15037194473963875
60,20.72,42.77,27.84,2015-11-28 02:31:41,0.14718384697130707
61,20.87,42.77,27.78,2015-11-28 02:34:11,0.1551540913921361
62,20.67,42.77,27.84,2015-11-28 02:36:42,0.1445270988310309
63,20.93,42.77,27.61,2015-11-28 02:39:12,0.15834218916046758
64,20.85,42.78,27.62,2015-11-28 02:41:42,0.15409139213602557
65,21.17,42.79,27.62,2015-11-28 02:44:12,0.17109458023379392
66,20.86,42.8,27.7,2015-11-28 02:46:42,0.15462274176408075
67,21.11,42.8,27.62,2015-11-28 02:49:12,0.16790648246546225
68,21.32,42.81,27.56,2015-11-28 02:51:42,0.17906482465462276
69,21.95,42.93,27.03,2015-11-28 02:54:12,0.21253985122210411
70,21.67,43.76,27.13,2015-11-28 02:56:42,0.19766206163655695
71,21.21,43.76,26.86,2015-11-28 02:59:12,0.1732199787460149
72,21.36,43.77,26.92,2015-11-28 03:01:42,0.18119022316684374
73,21.21,43.77,27.18,2015-11-28 03:04:13,0.1732199787460149
74,21.51,43.78,27.06,2015-11-28 03:06:43,0.18916046758767277
75,21.09,43.79,27.73,2015-11-28 03:09:13,0.16684378320935175
76,20.81,43.78,27.71,2015-11-28 03:11:43,0.1519659936238044
77,20.91,43.78,27.32,2015-11-28 03:14:13,0.15727948990435708
78,21.75,43.78,27.02,2015-11-28 03:16:43,0.20191285866099892
79,21.85,43.79,26.86,2015-11-28 03:19:13,0.20722635494155162
80,21.33,43.82,27.06,2015-11-28 03:21:43,0.1795961742826779
