,co,umidade,temperatura,data,conormal
4605,22.2,44.86,27.84,2015-12-06 00:02:07,0.2258235919234856
4606,22.21,45.08,27.84,2015-12-06 00:04:37,0.22635494155154096
4607,22.23,44.91,27.84,2015-12-06 00:07:07,0.22741764080765145
4608,22.85,45.74,27.84,2015-12-06 00:09:37,0.26036131774707766
4609,23.59,45.76,27.84,2015-12-06 00:12:07,0.2996811902231668
4610,23.03,45.76,27.84,2015-12-06 00:14:37,0.2699256110520723
4611,22.64,45.76,27.84,2015-12-06 00:17:07,0.24920297555791712
4612,22.39,45.75,27.84,2015-12-06 00:19:37,0.23591923485653563
4613,22.27,45.76,27.84,2015-12-06 00:22:07,0.22954303931987244
4614,22.05,45.76,27.84,2015-12-06 00:24:38,0.21785334750265678
4615,22.82,45.76,27.84,2015-12-06 00:27:08,0.2587672688629118
4616,22.84,45.77,27.84,2015-12-06 00:29:38,0.2598299681190223
4617,22.58,45.79,27.84,2015-12-06 00:32:08,0.24601487778958545
4618,21.94,45.79,27.84,2015-12-06 00:34:38,0.21200850159404894
4619,22.31,45.79,27.84,2015-12-06 00:37:08,0.23166843783209343
4620,22.54,45.82,27.84,2015-12-06 00:39:38,0.24388947927736446
4621,22.77,45.86,27.84,2015-12-06 00:42:08,0.25611052072263546
4622,22.59,46.58,27.84,2015-12-06 00:44:38,0.2465462274176408
4623,22.84,46.76,27.84,2015-12-06 00:47:08,0.2598299681190223
4624,23.04,46.78,27.84,2015-12-06 00:49:38,0.2704569606801275
4625,22.53,46.81,27.84,2015-12-06 00:52:09,0.2433581296493093
4626,22.78,46.93,27.84,2015-12-06 00:54:39,0.2566418703506908
4627,23.17,47.77,27.84,2015-12-06 00:57:09,0.27736450584484595
4628,23.41,47.79,27.84,2015-12-06 00:59:39,0.29011689691817216
4629,23.11,47.82,27.84,2015-12-06 01:02:09,0.2741764080765143
4630,22.79,48.74,27.84,2015-12-06 01:04:39,0.257173219978746
4631,23.07,48.8,27.84,2015-12-06 01:07:09,0.2720510095642933
4632,22.37,48.83,27.84,2015-12-06 01:09:39,0.23485653560042513
4633,22.32,48.8,27.84,2015-12-06 01:12:09,0.23219978746014877
4634,22.28,48.81,27.84,2015-12-06 01:14:39,0.23007438894792778
4635,22.83,48.82,27.84,2015-12-06 01:17:09,0.25929861849096697
4636,22.63,48.88,27.84,2015-12-06 01:19:39,0.24867162592986178
4637,23.03,49.15,27.84,2015-12-06 01:22:10,0.2699256110520723
4638,22.48,49.77,27.84,2015-12-06 01:24:40,0.24070138150903295
4639,22.34,49.79,27.84,2015-12-06 01:27:10,0.2332624867162593
4640,22.09,49.82,27.84,2015-12-06 01:29:40,0.21997874601487777
4641,22.47,49.98,27.84,2015-12-06 01:32:10,0.2401700318809776
4642,22.83,50.75,27.84,2015-12-06 01:34:40,0.25929861849096697
4643,22.13,50.77,27.84,2015-12-06 01:37:10,0.22210414452709876
4644,22.58,50.77,27.84,2015-12-06 01:39:40,0.24601487778958545
4645,21.96,50.81,27.84,2015-12-06 01:42:10,0.21307120085015943
4646,21.79,50.8,27.84,2015-12-06 01:44:40,0.20403825717321994
4647,22.23,50.77,27.84,2015-12-06 01:47:10,0.22741764080765145
4648,22.19,51.35,27.79,2015-12-06 01:49:41,0.22529224229543046
4649,21.75,51.34,27.84,2015-12-06 01:52:11,0.20191285866099892
4650,21.69,50.87,27.84,2015-12-06 01:54:41,0.19872476089266744
4651,22.06,50.82,27.84,2015-12-06 01:57:11,0.21838469713071193
4652,21.9,50.84,27.84,2015-12-06 01:59:41,0.20988310308182775
4653,22.27,50.83,27.84,2015-12-06 02:02:11,0.22954303931987244
4654,21.96,51.57,27.84,2015-12-06 02:04:41,0.21307120085015943
4655,21.92,51.52,27.84,2015-12-06 02:07:11,0.21094580233793844
4656,22.01,51.66,27.84,2015-12-06 02:09:41,0.2157279489904358
4657,22.05,51.74,27.76,2015-12-06 02:12:11,0.21785334750265678
4658,21.95,51.73,27.84,2015-12-06 02:14:41,0.21253985122210411
