,co,umidade,temperatura,data,conormal
1726,24.29,38.71,27.94,2015-12-01 00:00:35,0.336875664187035
1727,23.92,38.77,27.87,2015-12-01 00:03:05,0.3172157279489905
1728,23.45,38.8,27.85,2015-12-01 00:05:35,0.29224229543039315
1729,23.64,38.81,27.84,2015-12-01 00:08:05,0.30233793836344314
1730,23.61,38.83,27.86,2015-12-01 00:10:35,0.3007438894792773
1731,23.63,38.82,27.85,2015-12-01 00:13:05,0.3018065887353878
1732,23.15,38.91,27.84,2015-12-01 00:15:35,0.2763018065887353
1733,23.11,38.9,27.84,2015-12-01 00:18:06,0.2741764080765143
1734,22.83,38.53,28.21,2015-12-01 00:20:36,0.25929861849096697
1735,23.19,38.84,27.85,2015-12-01 00:23:06,0.2784272051009565
1736,22.84,39.01,27.84,2015-12-01 00:25:36,0.2598299681190223
1737,23.12,38.98,27.84,2015-12-01 00:28:06,0.2747077577045696
1738,22.68,39.66,27.84,2015-12-01 00:30:36,0.25132837407013814
1739,22.55,39.51,27.84,2015-12-01 00:33:06,0.2444208289054198
1740,22.37,39.69,27.84,2015-12-01 00:35:36,0.23485653560042513
1741,22.55,39.79,27.84,2015-12-01 00:38:06,0.2444208289054198
1742,22.6,39.8,27.84,2015-12-01 00:40:36,0.24707757704569613
1743,22.13,39.8,27.84,2015-12-01 00:43:06,0.22210414452709876
1744,22.31,39.8,27.84,2015-12-01 00:45:36,0.23166843783209343
1745,22.52,39.8,27.84,2015-12-01 00:48:06,0.24282678002125396
1746,23.08,39.82,27.84,2015-12-01 00:50:36,0.27258235919234847
1747,22.68,40.77,27.84,2015-12-01 00:53:07,0.25132837407013814
1748,22.36,40.79,27.84,2015-12-01 00:55:37,0.2343251859723698
1749,22.64,40.79,27.84,2015-12-01 00:58:07,0.24920297555791712
1750,23.09,40.8,27.84,2015-12-01 01:00:37,0.2731137088204038
1751,23.0,41.57,27.84,2015-12-01 01:03:07,0.2683315621679065
1752,22.32,41.78,27.84,2015-12-01 01:05:37,0.23219978746014877
1753,21.94,41.78,27.84,2015-12-01 01:08:07,0.21200850159404894
1754,22.76,41.78,27.84,2015-12-01 01:10:37,0.2555791710945803
1755,23.22,41.79,27.84,2015-12-01 01:13:07,0.2800212539851221
1756,22.62,41.79,27.84,2015-12-01 01:15:37,0.24814027630180663
1757,23.2,41.8,27.84,2015-12-01 01:18:07,0.27895855472901165
1758,22.84,41.82,27.84,2015-12-01 01:20:37,0.2598299681190223
1759,22.67,41.83,27.84,2015-12-01 01:23:07,0.25079702444208296
1760,22.73,41.87,27.84,2015-12-01 01:25:37,0.25398512221041447
1761,22.84,42.77,27.84,2015-12-01 01:28:08,0.2598299681190223
1762,22.27,42.77,27.84,2015-12-01 01:30:38,0.22954303931987244
1763,21.97,42.28,27.84,2015-12-01 01:33:08,0.2136025504782146
