,co,umidade,temperatura,data,conormal
5759,21.62,39.79,27.5,2015-12-08 00:00:36,0.1950053134962806
5760,21.57,39.79,27.68,2015-12-08 00:03:06,0.19234856535600425
5761,21.5,39.8,27.54,2015-12-08 00:05:36,0.18862911795961743
5762,21.34,39.8,27.5,2015-12-08 00:08:06,0.18012752391073325
5763,21.41,39.8,27.16,2015-12-08 00:10:36,0.1838469713071201
5764,21.4,39.8,26.98,2015-12-08 00:13:06,0.18331562167906476
5765,21.54,39.83,27.07,2015-12-08 00:15:36,0.19075451647183841
5766,21.46,39.83,26.95,2015-12-08 00:18:06,0.18650371944739644
5767,21.37,40.03,26.85,2015-12-08 00:20:36,0.1817215727948991
5768,21.24,40.78,26.85,2015-12-08 00:23:06,0.17481402763018059
5769,21.57,40.79,26.85,2015-12-08 00:25:36,0.19234856535600425
5770,21.69,40.79,26.85,2015-12-08 00:28:06,0.19872476089266744
5771,21.38,40.8,26.85,2015-12-08 00:30:36,0.18225292242295424
5772,21.31,40.8,26.85,2015-12-08 00:33:06,0.1785334750265674
5773,21.35,40.8,26.85,2015-12-08 00:35:37,0.1806588735387886
5774,21.39,40.82,26.85,2015-12-08 00:38:07,0.18278427205100958
5775,21.48,40.84,26.85,2015-12-08 00:40:37,0.18756641870350693
5776,22.42,41.11,26.85,2015-12-08 00:43:07,0.23751328374070146
5777,21.61,41.77,26.85,2015-12-08 00:45:37,0.19447396386822527
5778,21.53,41.78,26.85,2015-12-08 00:48:07,0.19022316684378326
5779,21.46,41.79,26.85,2015-12-08 00:50:37,0.18650371944739644
5780,21.5,41.79,26.84,2015-12-08 00:53:07,0.18862911795961743
5781,21.12,41.79,26.85,2015-12-08 00:55:37,0.1684378320935176
5782,21.71,41.8,26.83,2015-12-08 00:58:07,0.19978746014877793
5783,21.45,41.8,26.85,2015-12-08 01:00:37,0.1859723698193411
5784,21.5,41.83,26.82,2015-12-08 01:03:07,0.18862911795961743
5785,21.66,41.93,26.72,2015-12-08 01:05:37,0.1971307120085016
5786,21.17,41.9,26.78,2015-12-08 01:08:08,0.17109458023379392
5787,21.34,41.89,26.77,2015-12-08 01:10:38,0.18012752391073325
5788,21.14,42.27,26.64,2015-12-08 01:13:08,0.1695005313496281
5789,21.26,42.84,26.65,2015-12-08 01:15:38,0.17587672688629127
5790,21.36,43.13,26.5,2015-12-08 01:18:08,0.18119022316684374
5791,20.88,43.02,26.61,2015-12-08 01:20:38,0.15568544102019125
5792,20.9,43.41,26.21,2015-12-08 01:23:08,0.15674814027630174
5793,20.79,43.15,26.48,2015-12-08 01:25:38,0.1509032943676939
5794,21.09,43.3,26.34,2015-12-08 01:28:08,0.16684378320935175
5795,21.16,43.24,26.39,2015-12-08 01:30:38,0.17056323060573858
5796,21.34,43.74,25.9,2015-12-08 01:33:08,0.18012752391073325
